gene,drought_2_cnt
A2J10_08T0102000.2,1508
A2J10_08T0102000.1,1530
A2J10_06T0241600.1,212
A2J10_02T0381400.1,132
A2J10_08T0113400.3,2312
A2J10_08T0113400.4,2328
A2J10_08T0113400.2,2787
A2J10_08T0113400.1,2606
A2J10_02T0283400.1,337
A2J10_02T0283400.4,342
A2J10_02T0283400.3,339
A2J10_02T0283400.5,205
A2J10_02T0283400.2,281
A2J10_06T0243200.1,3
A2J10_07T0255000.1,1
A2J10_06T0050600.1,2
A2J10_01T0357600.3,208
A2J10_01T0357600.2,223
A2J10_01T0357600.1,225
A2J10_08T0189700.3,1053
A2J10_08T0189700.4,1053
A2J10_08T0189700.2,1224
A2J10_08T0189700.1,1059
A2J10_08T0189700.5,2197
A2J10_09T0093400.1,34
A2J10_02T0096100.1,18
A2J10_07T0276800.1,119
A2J10_09T0145400.1,73
A2J10_01T0169100.1,104
A2J10_08T0208800.1,52
A2J10_07T0267400.2,3392
A2J10_07T0267400.1,3389
A2J10_02T0355900.1,2
A2J10_02T0390700.1,735
A2J10_06T0249200.1,1445
A2J10_04T0318300.1,23
A2J10_12T0165100.1,6
A2J10_02T0249100.1,1
A2J10_10T0143900.1,299
A2J10_09T0029000.2,416
A2J10_09T0029000.1,416
A2J10_09T0029000.3,418
A2J10_04T0064900.1,858
A2J10_05T0159900.1,30
A2J10_09T0037400.1,992
A2J10_09T0037400.4,898
A2J10_09T0037400.2,152
A2J10_09T0037400.3,150
A2J10_06T0276500.1,39
A2J10_04T0035800.2,364
A2J10_04T0035800.3,31
A2J10_04T0035800.1,371
A2J10_07T0048200.1,37
A2J10_12T0077000.1,160
A2J10_12T0077000.2,141
A2J10_04T0277900.1,19
A2J10_05T0261200.1,745
A2J10_05T0261200.2,726
A2J10_01T0486400.1,65
A2J10_11T0091700.2,156
A2J10_11T0091700.1,279
A2J10_06T0054400.1,56
A2J10_12T0166000.1,77
A2J10_11T0187800.1,10
A2J10_11T0187800.2,1
A2J10_04T0243600.1,1
A2J10_12T0065400.1,4
A2J10_11T0168300.1,210
A2J10_11T0168300.3,101
A2J10_11T0168300.2,241
A2J10_05T0230300.1,3
A2J10_06T0088700.1,1335
A2J10_09T0206400.4,128
A2J10_09T0206400.3,86
A2J10_09T0206400.2,108
A2J10_09T0206400.1,107
A2J10_03T0261000.1,244678
A2J10_04T0095400.1,831
A2J10_04T0095400.2,811
A2J10_04T0095400.3,791
A2J10_12T0172400.1,164
A2J10_05T0179300.2,142
A2J10_05T0179300.1,154
A2J10_03T0290300.1,672
A2J10_09T0126000.1,8
A2J10_01T0263500.1,1508
A2J10_12T0031600.1,10
A2J10_03T0154100.1,445
A2J10_03T0154100.2,445
A2J10_11T0125000.1,43
A2J10_06T0207700.1,32
A2J10_11T0186500.1,1
A2J10_01T0292700.1,13
A2J10_01T0292700.2,16
A2J10_07T0042700.1,388
A2J10_04T0117600.1,81
A2J10_08T0130500.2,219
A2J10_08T0130500.1,141
A2J10_08T0130500.3,53
A2J10_10T0186400.1,23
A2J10_04T0063800.2,14
A2J10_04T0063800.1,14
A2J10_11T0014700.1,7
A2J10_08T0147200.1,1058
A2J10_11T0094000.3,172
A2J10_11T0094000.4,164
A2J10_11T0094000.1,171
A2J10_11T0094000.2,163
A2J10_02T0306700.3,47
A2J10_02T0306700.2,85
A2J10_02T0306700.5,44
A2J10_02T0306700.1,90
A2J10_02T0306700.4,2
A2J10_07T0195300.1,40
A2J10_05T0132900.1,131
A2J10_11T0186400.2,51
A2J10_11T0186400.1,51
A2J10_11T0186400.3,60
A2J10_01T0220300.1,847
A2J10_07T0099700.1,4
A2J10_04T0230900.1,21
A2J10_09T0088700.1,376
A2J10_03T0256700.1,1
A2J10_03T0178900.2,7
A2J10_03T0178900.4,12
A2J10_03T0178900.3,9
A2J10_03T0178900.1,12
A2J10_09T0128300.3,22
A2J10_09T0128300.1,16
A2J10_01T0371000.1,44
A2J10_01T0371000.2,29
A2J10_02T0078900.1,32
A2J10_02T0339700.1,42
A2J10_03T0199800.1,3
A2J10_03T0103200.2,400
A2J10_03T0103200.1,358
A2J10_11T0227200.1,15603
A2J10_01T0470100.2,58
A2J10_01T0470100.1,39
A2J10_06T0139900.1,13
A2J10_05T0190200.1,59
A2J10_08T0120300.1,14
A2J10_08T0029200.1,1
A2J10_03T0028300.1,581
A2J10_03T0028300.5,77
A2J10_03T0028300.2,560
A2J10_03T0028300.3,91
A2J10_03T0028300.4,97
A2J10_02T0274000.1,2
A2J10_06T0119300.1,833
A2J10_07T0006200.1,534
A2J10_01T0138100.2,4
A2J10_01T0138100.1,4
A2J10_01T0138100.3,4
A2J10_04T0098400.1,458
A2J10_04T0098400.3,170
A2J10_04T0098400.2,360
A2J10_01T0171400.1,1
A2J10_04T0001300.1,3
A2J10_09T0103800.1,398
A2J10_11T0022900.2,436
A2J10_11T0022900.1,442
A2J10_06T0014400.1,5
A2J10_06T0014400.2,3
A2J10_01T0103700.1,35
A2J10_03T0085800.1,1
A2J10_11T0069600.1,14
A2J10_06T0265700.1,774
A2J10_04T0305700.2,490
A2J10_04T0305700.1,264
A2J10_04T0305700.3,516
A2J10_03T0244000.1,278
A2J10_01T0077900.1,4
A2J10_08T0142000.1,84
A2J10_08T0144300.2,77
A2J10_08T0144300.1,68
A2J10_06T0272800.1,18
A2J10_05T0022800.1,1
A2J10_04T0222800.1,95
A2J10_08T0078500.1,176
A2J10_08T0078500.2,180
A2J10_05T0218700.2,52
A2J10_05T0218700.1,73
A2J10_03T0210200.1,89
A2J10_11T0186700.1,205
A2J10_09T0121500.1,126
A2J10_04T0185100.1,2
A2J10_06T0241400.1,5
A2J10_05T0267700.2,499
A2J10_05T0267700.9,735
A2J10_05T0267700.4,182
A2J10_05T0267700.3,172
A2J10_05T0267700.10,197
A2J10_05T0267700.1,223
A2J10_05T0267700.5,504
A2J10_05T0267700.11,207
A2J10_05T0267700.12,212
A2J10_05T0267700.6,196
A2J10_05T0267700.8,561
A2J10_05T0267700.7,540
A2J10_01T0129000.1,1
A2J10_01T0050200.1,3
A2J10_02T0102600.1,7
A2J10_10T0182400.1,140
A2J10_03T0158300.1,15
A2J10_06T0128000.1,11
A2J10_04T0138300.1,31
A2J10_10T0114400.1,17
A2J10_10T0114400.2,22
A2J10_03T0189500.1,459
A2J10_01T0017800.5,61
A2J10_01T0017800.3,99
A2J10_01T0017800.1,136
A2J10_01T0017800.2,61
A2J10_01T0017800.4,69
A2J10_04T0251400.1,653
A2J10_04T0126400.2,110
A2J10_04T0126400.1,50
A2J10_02T0136000.1,2052
A2J10_09T0203100.1,71
A2J10_08T0031200.1,1351
A2J10_10T0159500.1,53
A2J10_07T0262600.1,1739
A2J10_05T0046300.1,51
A2J10_03T0057400.2,244
A2J10_03T0057400.1,269
A2J10_01T0449700.1,4200
A2J10_02T0018500.1,3
A2J10_02T0018500.2,3
A2J10_01T0418800.2,1363
A2J10_01T0418800.1,1644
A2J10_05T0262600.1,1283
A2J10_06T0285300.1,26
A2J10_03T0125700.1,7
A2J10_09T0139700.2,131
A2J10_09T0139700.1,153
A2J10_11T0004500.1,6
A2J10_06T0020900.1,240
A2J10_06T0020900.2,236
A2J10_06T0278200.1,18
A2J10_11T0001800.1,272
A2J10_05T0022200.1,46
A2J10_03T0287100.1,257
A2J10_04T0212500.1,1
A2J10_04T0212500.2,1
A2J10_04T0002100.1,112
A2J10_04T0002100.2,209
A2J10_01T0370400.1,157
A2J10_07T0102600.1,720
A2J10_06T0265400.1,435
A2J10_05T0151500.1,824
A2J10_01T0242100.1,5
A2J10_02T0229000.1,17
A2J10_01T0121400.1,8286
A2J10_09T0144200.1,661
A2J10_09T0144200.2,734
A2J10_09T0144200.3,606
A2J10_04T0064000.1,7
A2J10_03T0320300.2,16
A2J10_03T0320300.3,15
A2J10_03T0320300.1,18
A2J10_11T0238400.1,46987
A2J10_04T0227500.1,199
A2J10_03T0338300.1,181
A2J10_04T0224400.1,370
A2J10_04T0224400.2,374
A2J10_05T0138100.1,81
A2J10_02T0051000.1,53
A2J10_02T0130700.1,256
A2J10_02T0130700.2,272
A2J10_08T0238400.1,345
A2J10_11T0021400.1,201
A2J10_12T0110300.2,271
A2J10_12T0110300.1,286
A2J10_02T0410300.1,35
A2J10_10T0094700.2,3
A2J10_10T0094700.1,3
A2J10_02T0001700.1,145
A2J10_03T0339100.1,408
A2J10_03T0299600.1,119
A2J10_02T0203300.1,7
A2J10_10T0137500.1,5146
A2J10_11T0095400.1,335
A2J10_11T0034800.1,827
A2J10_11T0034800.3,831
A2J10_11T0034800.2,828
A2J10_09T0208300.2,491
A2J10_09T0208300.1,526
A2J10_04T0121900.1,5136
A2J10_10T0110200.1,47
A2J10_08T0058300.1,182
A2J10_08T0058300.2,171
A2J10_02T0339400.1,43
A2J10_04T0202600.1,322
A2J10_06T0303400.1,788
A2J10_04T0194700.1,19
A2J10_04T0194700.2,24
A2J10_01T0114700.1,575
A2J10_06T0218500.1,2922
A2J10_02T0058100.1,402
A2J10_10T0147000.1,402
A2J10_10T0147000.2,455
A2J10_04T0306400.4,213
A2J10_04T0306400.2,2330
A2J10_04T0306400.11,193
A2J10_04T0306400.6,218
A2J10_04T0306400.1,2314
A2J10_04T0306400.7,234
A2J10_04T0306400.10,2817
A2J10_04T0306400.8,243
A2J10_04T0306400.3,205
A2J10_04T0306400.5,208
A2J10_04T0306400.9,230
A2J10_08T0173100.3,1
A2J10_08T0173100.1,1
A2J10_08T0173100.2,1
A2J10_02T0074600.1,227
A2J10_06T0232800.2,28
A2J10_06T0232800.1,40
A2J10_06T0232800.3,15
A2J10_05T0103600.5,5
A2J10_05T0103600.2,8
A2J10_05T0103600.7,20
A2J10_05T0103600.1,23
A2J10_05T0103600.4,16
A2J10_05T0103600.3,26
A2J10_05T0103600.6,27
A2J10_05T0103600.8,48
A2J10_10T0162700.1,20
A2J10_05T0144100.1,1
A2J10_10T0080900.1,208
A2J10_01T0213000.1,65
A2J10_01T0213000.2,86
A2J10_01T0055800.1,1153
A2J10_01T0018900.1,14
A2J10_02T0364000.1,9
A2J10_06T0074300.1,3
A2J10_02T0383900.2,1399
A2J10_02T0383900.5,408
A2J10_02T0383900.1,1405
A2J10_02T0383900.3,1291
A2J10_02T0383900.6,435
A2J10_02T0383900.7,367
A2J10_02T0383900.4,451
A2J10_10T0057000.2,239
A2J10_10T0057000.3,34
A2J10_10T0057000.1,229
A2J10_10T0014700.1,10
A2J10_03T0088700.1,612
A2J10_03T0088700.2,627
A2J10_04T0318900.1,12
A2J10_07T0039700.3,248
A2J10_07T0039700.2,262
A2J10_07T0039700.1,187
A2J10_06T0095600.1,6
A2J10_01T0127900.1,104
A2J10_01T0136400.1,3
A2J10_09T0015100.1,214
A2J10_06T0239300.1,1
A2J10_03T0282700.2,1270
A2J10_03T0282700.1,1002
A2J10_02T0325300.1,4
A2J10_07T0261500.1,743
A2J10_07T0261500.3,839
A2J10_07T0261500.2,851
A2J10_02T0218400.1,95
A2J10_02T0218400.2,95
A2J10_06T0296500.1,130
A2J10_03T0281000.1,39
A2J10_03T0152800.1,2587
A2J10_09T0120200.3,23
A2J10_09T0120200.6,22
A2J10_09T0120200.4,26
A2J10_09T0120200.2,26
A2J10_09T0120200.1,25
A2J10_09T0120200.5,27
A2J10_07T0278000.5,222
A2J10_07T0278000.4,317
A2J10_07T0278000.1,174
A2J10_07T0278000.2,271
A2J10_07T0278000.3,190
A2J10_07T0278000.6,187
A2J10_07T0253900.2,60
A2J10_07T0253900.1,67
A2J10_01T0325600.1,25
A2J10_04T0236500.2,446
A2J10_04T0236500.1,237
A2J10_04T0236500.3,372
A2J10_10T0069500.2,20
A2J10_10T0069500.1,21
A2J10_02T0011200.1,190
A2J10_02T0024000.1,80
A2J10_10T0164900.1,73494
A2J10_10T0164900.2,74881
A2J10_04T0264200.2,905
A2J10_04T0264200.1,925
A2J10_04T0264200.3,886
A2J10_03T0084600.1,367
A2J10_01T0116800.1,159
A2J10_01T0116800.2,173
A2J10_10T0153300.1,1230
A2J10_01T0199700.1,109
A2J10_10T0111000.1,172
A2J10_05T0265300.1,1480
A2J10_08T0177400.2,106
A2J10_08T0177400.3,136
A2J10_08T0177400.1,56
A2J10_01T0289900.8,270
A2J10_01T0289900.2,284
A2J10_01T0289900.7,212
A2J10_01T0289900.6,213
A2J10_01T0289900.3,258
A2J10_01T0289900.5,236
A2J10_01T0289900.1,269
A2J10_01T0289900.4,217
A2J10_03T0133100.1,14
A2J10_02T0406500.1,52
A2J10_03T0041100.1,15516
A2J10_05T0190800.2,187
A2J10_05T0190800.3,177
A2J10_05T0190800.4,191
A2J10_05T0190800.5,191
A2J10_05T0190800.1,163
A2J10_03T0360700.1,377
A2J10_05T0115000.2,1071
A2J10_05T0115000.4,181
A2J10_05T0115000.1,1144
A2J10_05T0115000.3,1155
A2J10_01T0028200.1,5
A2J10_11T0134800.1,53
A2J10_11T0134800.3,75
A2J10_11T0134800.2,81
A2J10_08T0104800.1,1
A2J10_01T0012100.2,71
A2J10_01T0012100.1,82
A2J10_01T0012100.3,78
A2J10_08T0124900.1,472
A2J10_03T0275300.1,21
A2J10_01T0479800.1,259
A2J10_06T0165400.7,519
A2J10_06T0165400.3,101
A2J10_06T0165400.2,623
A2J10_06T0165400.6,104
A2J10_06T0165400.4,697
A2J10_06T0165400.5,73
A2J10_06T0165400.1,704
A2J10_04T0324500.1,530
A2J10_06T0278300.1,207
A2J10_04T0112500.1,297
A2J10_12T0025000.2,74
A2J10_12T0025000.3,3446
A2J10_12T0025000.1,108
A2J10_07T0272300.1,26
A2J10_11T0152500.1,1
A2J10_01T0362800.1,23
A2J10_01T0174000.1,662
A2J10_07T0200000.1,1003
A2J10_03T0153300.2,2262
A2J10_03T0153300.1,2638
A2J10_06T0281500.1,14
A2J10_10T0026500.1,11
A2J10_09T0169700.1,24
A2J10_08T0200300.1,146
A2J10_07T0023800.1,12
A2J10_06T0195800.1,3
A2J10_12T0055200.1,173
A2J10_03T0319200.3,3800
A2J10_03T0319200.5,1
A2J10_03T0319200.4,1
A2J10_03T0319200.1,3584
A2J10_03T0319200.2,3618
A2J10_05T0128900.1,1269
A2J10_05T0128900.2,846
A2J10_03T0091300.3,292
A2J10_03T0091300.4,336
A2J10_03T0091300.1,313
A2J10_03T0091300.5,233
A2J10_03T0091300.2,355
A2J10_01T0034300.1,81
A2J10_01T0034300.2,84
A2J10_09T0008700.1,1752
A2J10_08T0215400.1,1
A2J10_05T0188300.1,171
A2J10_05T0188300.2,155
A2J10_01T0045700.2,246
A2J10_01T0045700.1,232
A2J10_11T0200500.1,1093
A2J10_03T0047900.1,22
A2J10_04T0109300.1,106
A2J10_08T0196000.1,36
A2J10_10T0119200.1,1
A2J10_08T0170900.1,4
A2J10_10T0135000.1,140
A2J10_05T0178100.1,5
A2J10_05T0032400.2,1088
A2J10_05T0032400.1,947
A2J10_06T0045800.1,281
A2J10_03T0138500.1,129
A2J10_11T0076500.1,4
A2J10_10T0156700.1,80
A2J10_05T0265000.2,12
A2J10_05T0265000.3,12
A2J10_05T0265000.4,9
A2J10_05T0265000.1,4
A2J10_07T0263600.1,41
A2J10_07T0263600.3,30
A2J10_07T0263600.2,31
A2J10_01T0104900.1,6
A2J10_06T0047900.2,132
A2J10_06T0047900.1,166
A2J10_01T0377900.1,169
A2J10_01T0502700.1,349
A2J10_02T0362900.2,1660
A2J10_02T0362900.1,1665
A2J10_03T0060100.2,29
A2J10_03T0060100.1,470
A2J10_03T0060100.3,42
A2J10_02T0391300.1,22
A2J10_01T0020400.1,9
A2J10_06T0247600.2,3
A2J10_06T0247600.1,27
A2J10_05T0241900.2,28
A2J10_05T0241900.1,14
A2J10_05T0241900.4,31
A2J10_05T0241900.3,34
A2J10_11T0050500.1,110
A2J10_11T0050500.2,109
A2J10_10T0067400.1,83
A2J10_01T0020700.1,11
A2J10_01T0162800.2,139
A2J10_01T0162800.1,9
A2J10_03T0038700.3,134
A2J10_03T0038700.2,122
A2J10_03T0038700.1,16
A2J10_03T0038700.4,17
A2J10_02T0230100.1,40
A2J10_06T0223700.3,462
A2J10_06T0223700.1,706
A2J10_06T0223700.2,675
A2J10_02T0212600.1,124
A2J10_03T0360400.1,831
A2J10_03T0360400.2,702
A2J10_04T0037100.1,379
A2J10_09T0187800.2,1
A2J10_09T0187800.1,1
A2J10_02T0228700.2,228
A2J10_02T0228700.3,229
A2J10_02T0228700.1,217
A2J10_09T0191800.2,3
A2J10_09T0191800.3,3
A2J10_09T0191800.1,3
A2J10_09T0094100.1,633
A2J10_08T0137500.2,1
A2J10_08T0137500.4,1
A2J10_08T0137500.1,1
A2J10_09T0158300.1,5330
A2J10_06T0262700.1,398
A2J10_05T0033800.1,4
A2J10_12T0018900.1,316
A2J10_12T0018900.2,258
A2J10_07T0005700.1,807
A2J10_07T0005700.2,769
A2J10_08T0206200.1,836
A2J10_08T0206200.3,129
A2J10_08T0206200.2,857
A2J10_02T0230300.1,12
A2J10_02T0417800.1,482
A2J10_02T0417800.2,627
A2J10_01T0304700.1,185
A2J10_12T0033400.1,13
A2J10_07T0228700.1,29
A2J10_07T0228700.4,28
A2J10_07T0228700.2,33
A2J10_07T0228700.3,28
A2J10_01T0316900.1,30
A2J10_08T0140200.1,21
A2J10_05T0244700.1,31
A2J10_05T0147300.1,2260
A2J10_06T0260700.3,395
A2J10_06T0260700.1,299
A2J10_06T0260700.4,440
A2J10_06T0260700.5,296
A2J10_06T0260700.2,541
A2J10_06T0204900.1,41
A2J10_02T0059200.1,2647
A2J10_10T0166200.1,28
A2J10_05T0011000.1,252
A2J10_09T0010100.1,894
A2J10_03T0046600.1,366
A2J10_11T0150900.1,24
A2J10_01T0329000.1,87
A2J10_11T0134500.1,91
A2J10_07T0114700.1,2
A2J10_02T0004800.1,16
A2J10_02T0138700.1,46
A2J10_04T0293600.2,220
A2J10_04T0293600.1,265
A2J10_04T0293600.3,539
A2J10_02T0359900.1,25
A2J10_02T0014000.1,151
A2J10_05T0234100.1,225
A2J10_02T0178000.2,10
A2J10_02T0178000.1,10
A2J10_02T0178000.5,8
A2J10_02T0178000.3,2
A2J10_02T0143100.1,105
A2J10_02T0258400.1,113
A2J10_01T0353500.2,575
A2J10_01T0353500.1,562
A2J10_12T0190600.1,26
A2J10_06T0228300.1,1617
A2J10_08T0019900.1,4
A2J10_08T0164100.1,1230
A2J10_05T0228000.1,1
A2J10_05T0194700.3,962
A2J10_05T0194700.2,986
A2J10_05T0194700.1,954
A2J10_01T0009000.1,45
A2J10_07T0290600.1,231
A2J10_04T0226900.3,4
A2J10_04T0226900.2,335
A2J10_04T0226900.1,247
A2J10_04T0277000.1,152
A2J10_09T0165200.1,84
A2J10_09T0165200.2,56
A2J10_07T0001900.1,14
A2J10_06T0248700.3,9
A2J10_06T0248700.2,9
A2J10_06T0248700.1,4
A2J10_02T0209400.1,322
A2J10_05T0243600.4,704
A2J10_05T0243600.1,598
A2J10_05T0243600.2,493
A2J10_05T0243600.3,718
A2J10_03T0313200.1,137
A2J10_04T0230300.1,1253
A2J10_04T0155100.1,83
A2J10_05T0083400.1,66
A2J10_08T0093600.1,8
A2J10_06T0047500.1,568
A2J10_07T0112900.1,42
A2J10_02T0263600.1,36
A2J10_06T0266500.3,242
A2J10_06T0266500.1,297
A2J10_06T0266500.2,269
A2J10_09T0014100.1,662
A2J10_01T0366500.1,2330
A2J10_02T0420100.1,8
A2J10_02T0283700.1,3805
A2J10_06T0062300.1,22
A2J10_06T0157300.1,325
A2J10_09T0027500.1,3368
A2J10_09T0027500.2,3397
A2J10_03T0144500.1,99
A2J10_06T0183200.1,11
A2J10_11T0099100.2,641
A2J10_11T0099100.1,361
A2J10_01T0285800.1,42
A2J10_01T0238300.1,1
A2J10_09T0134800.1,12
A2J10_06T0028800.1,4
A2J10_10T0100100.1,7
A2J10_06T0258400.1,355
A2J10_04T0058600.1,8
A2J10_01T0451100.1,6
A2J10_05T0268500.1,90
A2J10_02T0261400.2,186
A2J10_02T0261400.6,172
A2J10_02T0261400.4,206
A2J10_02T0261400.1,158
A2J10_02T0261400.5,178
A2J10_02T0261400.3,174
A2J10_06T0177300.1,23
A2J10_02T0143300.4,357
A2J10_02T0143300.5,338
A2J10_02T0143300.3,385
A2J10_02T0143300.1,397
A2J10_02T0143300.2,396
A2J10_02T0203000.11,9
A2J10_02T0203000.10,10
A2J10_02T0203000.5,72
A2J10_02T0203000.7,69
A2J10_02T0203000.1,67
A2J10_02T0203000.4,62
A2J10_02T0203000.8,73
A2J10_02T0203000.2,68
A2J10_02T0203000.3,72
A2J10_02T0203000.9,84
A2J10_02T0203000.6,77
A2J10_08T0004500.1,787
A2J10_07T0240300.2,205
A2J10_07T0240300.1,275
A2J10_05T0161100.2,375
A2J10_05T0161100.1,270
A2J10_08T0201600.1,7365
A2J10_08T0201600.2,119
A2J10_05T0171400.1,162
A2J10_06T0208100.1,66
A2J10_02T0172800.2,269
A2J10_02T0172800.1,263
A2J10_05T0106000.1,6
A2J10_03T0033700.1,394
A2J10_01T0464100.1,3
A2J10_07T0013500.1,28
A2J10_03T0349200.1,1064
A2J10_03T0127400.1,136
A2J10_12T0142300.1,35
A2J10_12T0142300.2,31
A2J10_06T0043900.1,35
A2J10_03T0283400.1,254
A2J10_01T0150000.1,62
A2J10_01T0203900.1,178
A2J10_06T0252500.1,5
A2J10_03T0300100.1,10
A2J10_08T0122100.1,882
A2J10_06T0162800.2,222
A2J10_06T0162800.1,288
A2J10_08T0060000.1,1113
A2J10_02T0366700.1,797
A2J10_02T0366700.2,973
A2J10_05T0187700.1,35
A2J10_03T0274600.1,58
A2J10_01T0172700.1,18
A2J10_03T0386200.1,104
A2J10_11T0225100.1,111
A2J10_04T0166000.1,1
A2J10_05T0081500.1,53
A2J10_09T0085000.1,126
A2J10_02T0191000.1,164
A2J10_02T0191000.3,136
A2J10_02T0191000.2,142
A2J10_02T0191000.5,120
A2J10_02T0191000.4,126
A2J10_04T0112700.4,53
A2J10_04T0112700.1,45
A2J10_04T0112700.2,75
A2J10_04T0112700.3,74
A2J10_04T0149500.1,514
A2J10_12T0142700.1,257
A2J10_04T0261200.1,68
A2J10_03T0098700.1,2
A2J10_03T0050900.1,274
A2J10_03T0273900.1,2
A2J10_03T0273900.3,2
A2J10_10T0140500.1,136
A2J10_03T0282800.1,8
A2J10_04T0206500.1,100
A2J10_01T0350800.1,50
A2J10_08T0108500.1,15
A2J10_01T0039800.1,4
A2J10_05T0217200.1,3401
A2J10_05T0217200.2,2814
A2J10_07T0003200.1,6
A2J10_03T0138800.1,3
A2J10_12T0194200.1,1126
A2J10_12T0194200.2,1208
A2J10_12T0194200.3,1323
A2J10_01T0413200.1,603
A2J10_06T0276300.1,11
A2J10_03T0041900.1,743
A2J10_08T0031500.2,557
A2J10_08T0031500.5,24
A2J10_08T0031500.3,580
A2J10_08T0031500.1,390
A2J10_08T0031500.4,117
A2J10_04T0032000.1,20
A2J10_02T0214000.1,527
A2J10_06T0284400.1,148
A2J10_02T0069200.3,198
A2J10_02T0069200.2,197
A2J10_02T0069200.1,111
A2J10_02T0138500.1,38
A2J10_02T0138500.2,36
A2J10_01T0091100.2,411
A2J10_01T0091100.1,443
A2J10_07T0236600.1,773
A2J10_02T0167600.1,201
A2J10_02T0167600.2,206
A2J10_07T0292700.2,6
A2J10_07T0292700.1,4
A2J10_07T0292700.3,4
A2J10_04T0119700.1,12
A2J10_03T0302900.1,20
A2J10_04T0287000.3,2413
A2J10_04T0287000.1,2336
A2J10_04T0287000.2,2320
A2J10_04T0287000.5,2430
A2J10_04T0287000.4,2483
A2J10_04T0222300.2,140
A2J10_04T0222300.1,142
A2J10_03T0060700.2,1
A2J10_01T0098700.1,74
A2J10_07T0220800.2,82
A2J10_07T0220800.1,77
A2J10_02T0188200.1,35
A2J10_02T0188200.2,41
A2J10_02T0109800.1,521
A2J10_04T0281700.1,37
A2J10_06T0151100.1,5
A2J10_04T0024100.1,54
A2J10_11T0200800.1,40
A2J10_12T0025300.1,489
A2J10_05T0218600.1,10
A2J10_03T0187500.1,1511
A2J10_07T0188700.3,1964
A2J10_07T0188700.1,1893
A2J10_07T0188700.4,1817
A2J10_07T0188700.2,1738
A2J10_05T0090800.1,37
A2J10_12T0137600.1,22
A2J10_11T0192900.1,117
A2J10_03T0001100.1,357
A2J10_01T0233900.1,195
A2J10_01T0233900.3,216
A2J10_01T0233900.2,227
A2J10_09T0157400.4,62
A2J10_09T0157400.1,62
A2J10_09T0157400.3,875
A2J10_09T0157400.2,64
A2J10_03T0295700.1,99
A2J10_12T0134100.1,816
A2J10_03T0051900.1,32
A2J10_10T0178500.2,12
A2J10_10T0178500.1,11
A2J10_04T0288300.3,428
A2J10_04T0288300.1,427
A2J10_04T0288300.4,16
A2J10_04T0288300.2,427
A2J10_02T0186200.2,3
A2J10_02T0123100.1,58
A2J10_02T0123100.3,20
A2J10_02T0123100.2,60
A2J10_09T0045300.1,1102
A2J10_02T0125400.1,1137
A2J10_07T0170500.1,6
A2J10_09T0021200.1,51
A2J10_06T0256500.1,90
A2J10_03T0188100.1,866
A2J10_02T0212100.1,8
A2J10_01T0182000.1,60
A2J10_04T0292600.4,75
A2J10_04T0292600.1,179
A2J10_04T0292600.2,161
A2J10_04T0292600.3,124
A2J10_09T0162700.3,487
A2J10_09T0162700.2,357
A2J10_09T0162700.1,424
A2J10_09T0162700.4,412
A2J10_01T0437800.2,779
A2J10_01T0437800.1,733
A2J10_03T0238500.2,60
A2J10_03T0238500.4,153
A2J10_03T0238500.3,118
A2J10_03T0238500.1,51
A2J10_06T0008400.1,2846
A2J10_06T0008400.2,2533
A2J10_06T0008400.4,2432
A2J10_06T0008400.5,2501
A2J10_06T0008400.3,2749
A2J10_05T0010900.1,9
A2J10_02T0121800.1,13
A2J10_07T0164400.3,275
A2J10_07T0164400.5,241
A2J10_07T0164400.2,303
A2J10_07T0164400.6,164
A2J10_07T0164400.4,285
A2J10_07T0164400.1,304
A2J10_09T0211300.1,63
A2J10_08T0008200.1,1
A2J10_08T0126800.1,157
A2J10_06T0292600.1,36
A2J10_02T0285600.1,1
A2J10_07T0242500.1,3278
A2J10_07T0242500.2,3186
A2J10_07T0242500.3,3863
A2J10_11T0036000.1,4
A2J10_12T0187800.1,45
A2J10_07T0157600.1,1107
A2J10_06T0280300.1,534
A2J10_12T0038300.3,547
A2J10_12T0038300.1,463
A2J10_12T0038300.2,502
A2J10_01T0052000.1,421
A2J10_03T0296800.2,148
A2J10_03T0296800.1,129
A2J10_12T0013500.1,908
A2J10_06T0030400.2,348
A2J10_06T0030400.1,255
A2J10_02T0072900.1,66
A2J10_07T0285000.1,13
A2J10_09T0106500.1,129
A2J10_07T0029400.2,224
A2J10_07T0029400.1,340
A2J10_07T0009600.1,51
A2J10_04T0056000.2,192
A2J10_04T0056000.3,214
A2J10_04T0056000.1,191
A2J10_04T0056000.4,224
A2J10_03T0076300.2,232
A2J10_03T0076300.1,234
A2J10_03T0000700.2,39
A2J10_03T0000700.1,164
A2J10_07T0056000.1,5
A2J10_03T0031400.2,123
A2J10_03T0031400.1,1812
A2J10_12T0049500.1,4
A2J10_07T0115500.1,799
A2J10_01T0018300.1,297
A2J10_01T0018300.3,327
A2J10_01T0018300.2,331
A2J10_03T0366700.2,38
A2J10_03T0366700.1,28
A2J10_03T0366700.3,9
A2J10_06T0016700.4,563
A2J10_06T0016700.3,73
A2J10_06T0016700.5,30
A2J10_06T0016700.2,477
A2J10_06T0016700.1,85
A2J10_08T0119500.1,78
A2J10_10T0131600.2,415
A2J10_10T0131600.1,434
A2J10_10T0131600.3,154
A2J10_07T0151800.1,564
A2J10_02T0006700.1,41
A2J10_05T0052400.1,5
