gene,drought_2_cnt
A2J10_01T0353700.3,90
A2J10_09T0188600.1,60
A2J10_09T0192700.1,461
A2J10_07T0172100.1,6
A2J10_03T0352300.3,92
A2J10_03T0352300.2,92
A2J10_03T0352300.1,99
A2J10_08T0020700.3,228
A2J10_08T0020700.1,225
A2J10_08T0020700.2,184
A2J10_04T0122800.1,69
A2J10_04T0122800.2,67
A2J10_04T0122800.3,12
A2J10_04T0013700.2,87
A2J10_04T0013700.1,88
A2J10_08T0224000.1,11
A2J10_06T0298500.2,515
A2J10_06T0298500.3,454
A2J10_06T0298500.4,204
A2J10_06T0298500.1,510
A2J10_03T0088200.1,738
A2J10_08T0029600.1,70
A2J10_01T0454000.1,10
A2J10_05T0200500.2,11
A2J10_05T0200500.1,16
A2J10_08T0072400.2,745
A2J10_08T0072400.3,711
A2J10_08T0072400.1,746
A2J10_06T0201800.1,1861
A2J10_08T0236600.1,2
A2J10_08T0021000.1,4217
A2J10_02T0099200.1,848
A2J10_10T0039600.1,338
A2J10_05T0243800.1,20
A2J10_05T0243800.2,20
A2J10_02T0371200.1,97
A2J10_02T0331200.1,71
A2J10_06T0222300.2,2
A2J10_06T0228800.1,442
A2J10_12T0020800.1,280
A2J10_06T0226900.1,50
A2J10_05T0068200.1,466
A2J10_11T0174200.1,7
A2J10_11T0174200.2,7
A2J10_02T0293200.2,34
A2J10_02T0293200.1,34
A2J10_04T0291800.1,14
A2J10_10T0108500.4,1
A2J10_10T0108500.3,230
A2J10_10T0108500.5,244
A2J10_10T0108500.2,255
A2J10_02T0289500.1,9
A2J10_03T0024000.1,8
A2J10_02T0198600.1,904
A2J10_02T0198600.2,876
A2J10_04T0099000.1,2
A2J10_07T0264100.1,469
A2J10_06T0265900.1,22
A2J10_01T0393600.1,8
A2J10_03T0022100.2,302
A2J10_03T0022100.1,259
A2J10_01T0506700.1,123
A2J10_03T0130400.1,24864
A2J10_02T0274900.1,901
A2J10_03T0321400.1,4
A2J10_02T0186900.1,35
A2J10_08T0178100.1,10
A2J10_02T0346000.2,266
A2J10_02T0346000.3,245
A2J10_02T0346000.1,246
A2J10_03T0306100.1,263
A2J10_01T0497200.1,76
A2J10_03T0316700.1,197
A2J10_03T0316700.2,216
A2J10_02T0374700.3,56
A2J10_02T0374700.1,35
A2J10_02T0374700.2,58
A2J10_02T0078100.1,96
A2J10_04T0171500.1,14
A2J10_03T0313300.1,346
A2J10_04T0157400.1,244
A2J10_07T0293800.1,933
A2J10_02T0256000.1,71
A2J10_01T0246200.2,748
A2J10_01T0246200.1,758
A2J10_01T0246200.3,147
A2J10_01T0246200.4,34
A2J10_05T0220100.1,2
A2J10_08T0077300.4,15
A2J10_08T0077300.1,40
A2J10_08T0077300.3,26
A2J10_08T0077300.2,40
A2J10_08T0077300.5,8
A2J10_04T0224000.1,12
A2J10_05T0089500.1,39
A2J10_07T0295000.1,421
A2J10_08T0017000.1,298
A2J10_08T0017000.3,330
A2J10_08T0017000.2,296
A2J10_05T0104000.1,2942
A2J10_05T0104000.2,2814
A2J10_06T0154400.1,98
A2J10_07T0150200.1,79
A2J10_09T0145500.1,44
A2J10_03T0276600.2,144
A2J10_03T0276600.4,109
A2J10_03T0276600.3,130
A2J10_03T0276600.1,143
A2J10_05T0251500.5,620
A2J10_05T0251500.7,24
A2J10_05T0251500.2,747
A2J10_05T0251500.6,635
A2J10_05T0251500.1,663
A2J10_05T0251500.4,716
A2J10_05T0251500.3,762
A2J10_07T0183100.1,5
A2J10_03T0346700.1,1191
A2J10_02T0379000.1,7
A2J10_09T0107900.1,1175
A2J10_01T0385000.1,207
A2J10_09T0135000.1,330
A2J10_06T0287200.1,59
A2J10_06T0287200.3,63
A2J10_06T0287200.2,62
A2J10_10T0133600.6,58
A2J10_10T0133600.4,79
A2J10_10T0133600.3,83
A2J10_10T0133600.2,83
A2J10_10T0133600.5,16
A2J10_10T0133600.1,83
A2J10_01T0117100.1,42
A2J10_01T0117100.2,53
A2J10_11T0143200.2,89
A2J10_11T0143200.4,76
A2J10_11T0143200.1,89
A2J10_11T0143200.3,110
A2J10_11T0215900.1,73
A2J10_10T0181700.5,41
A2J10_10T0181700.1,271
A2J10_10T0181700.4,148
A2J10_10T0181700.3,143
A2J10_10T0181700.2,266
A2J10_05T0032000.2,290
A2J10_05T0032000.3,258
A2J10_05T0032000.1,317
A2J10_05T0032000.4,226
A2J10_06T0252100.1,2
A2J10_06T0252100.3,3
A2J10_06T0252100.2,1
A2J10_05T0201500.1,162
A2J10_12T0130500.4,33
A2J10_12T0130500.3,330
A2J10_12T0130500.1,331
A2J10_12T0130500.2,336
A2J10_12T0130500.5,37
A2J10_02T0270600.1,203
A2J10_09T0004700.1,22
A2J10_05T0176400.1,1101
A2J10_11T0112900.1,2
A2J10_05T0030700.2,156
A2J10_05T0030700.1,146
A2J10_04T0009600.1,67
A2J10_06T0100000.2,220
A2J10_06T0100000.6,234
A2J10_06T0100000.4,233
A2J10_06T0100000.5,201
A2J10_06T0100000.9,23
A2J10_06T0100000.3,198
A2J10_06T0100000.1,275
A2J10_06T0100000.8,214
A2J10_06T0100000.7,245
A2J10_05T0176000.1,454
A2J10_01T0386000.3,1080
A2J10_01T0386000.2,887
A2J10_01T0386000.4,209
A2J10_01T0386000.1,998
A2J10_01T0296500.2,81
A2J10_01T0296500.1,83
A2J10_03T0337400.1,7
A2J10_11T0014200.1,759
A2J10_02T0266200.2,105
A2J10_02T0266200.7,79
A2J10_02T0266200.5,27
A2J10_02T0266200.1,112
A2J10_02T0266200.4,114
A2J10_02T0266200.6,110
A2J10_02T0266200.3,33
A2J10_07T0127400.1,102
A2J10_01T0507700.1,693
A2J10_05T0207000.3,386
A2J10_05T0207000.2,455
A2J10_05T0207000.1,433
A2J10_11T0158200.1,2
A2J10_05T0196100.1,38
A2J10_08T0160200.1,259
A2J10_08T0160200.2,16
A2J10_07T0260000.1,1
A2J10_06T0294800.1,121
A2J10_06T0294800.2,124
A2J10_10T0168300.2,1843
A2J10_10T0168300.1,1306
A2J10_10T0168300.3,1774
A2J10_04T0267200.1,294
A2J10_09T0101300.1,77
A2J10_06T0127300.1,886
A2J10_08T0029300.1,4
A2J10_07T0044800.1,1627
A2J10_09T0022900.1,58
A2J10_07T0272500.1,8
A2J10_07T0272500.3,11
A2J10_07T0272500.2,6
A2J10_07T0291600.1,194
A2J10_05T0272400.1,1339
A2J10_03T0110300.1,22
A2J10_09T0080700.1,11440
A2J10_07T0186900.1,435
A2J10_03T0044400.1,33
A2J10_09T0202100.1,72
A2J10_09T0151300.1,776
A2J10_09T0151300.3,718
A2J10_09T0151300.2,723
A2J10_04T0126600.1,89
A2J10_02T0049300.2,240
A2J10_02T0049300.1,228
A2J10_05T0193400.1,59
A2J10_05T0193400.3,102
A2J10_05T0193400.4,47
A2J10_05T0193400.2,109
A2J10_04T0258500.1,2
A2J10_03T0047800.1,773
A2J10_11T0079500.1,3
A2J10_08T0091000.1,12
A2J10_04T0006900.1,182
A2J10_03T0079500.1,74
A2J10_01T0326300.2,1803
A2J10_01T0326300.1,1785
A2J10_07T0069000.1,11
A2J10_03T0330900.1,289
A2J10_03T0330900.3,318
A2J10_03T0330900.2,142
A2J10_02T0361700.1,79
A2J10_01T0164000.3,3
A2J10_01T0164000.1,4
A2J10_01T0164000.4,7
A2J10_01T0164000.2,7
A2J10_07T0066400.1,792
A2J10_02T0222200.2,543
A2J10_02T0222200.1,832
A2J10_02T0222200.3,864
A2J10_02T0298900.1,154
A2J10_12T0047400.1,63
A2J10_01T0327300.1,1241
A2J10_01T0060600.1,1577
A2J10_05T0197600.1,7
A2J10_08T0032500.1,6
A2J10_04T0155300.2,108
A2J10_04T0155300.1,119
A2J10_07T0050800.1,3
A2J10_01T0315600.1,5
A2J10_03T0237500.1,201
A2J10_01T0065800.1,95
A2J10_11T0240100.1,6057
A2J10_08T0187500.1,103
A2J10_03T0066400.1,49
A2J10_08T0207200.1,380
A2J10_01T0036200.1,29
A2J10_03T0144800.3,703
A2J10_03T0144800.1,678
A2J10_03T0144800.2,683
A2J10_03T0144800.4,693
A2J10_03T0144800.5,708
A2J10_10T0042100.2,49
A2J10_10T0042100.1,20
A2J10_06T0062600.1,223
A2J10_06T0062600.2,206
A2J10_01T0471400.1,95
A2J10_03T0244200.1,224
A2J10_03T0228900.1,708
A2J10_10T0187300.2,48
A2J10_10T0187300.1,49
A2J10_10T0187300.4,1
A2J10_10T0187300.3,1
A2J10_05T0059000.1,710
A2J10_05T0059000.2,706
A2J10_05T0059000.4,599
A2J10_05T0059000.3,716
A2J10_01T0242900.1,110
A2J10_08T0084000.1,73
A2J10_12T0167400.1,1
A2J10_01T0433700.1,666
A2J10_01T0433700.2,692
A2J10_01T0433700.3,583
A2J10_01T0433700.4,545
A2J10_06T0143500.1,2
A2J10_05T0266300.4,139
A2J10_05T0266300.2,128
A2J10_05T0266300.1,135
A2J10_05T0266300.3,145
A2J10_08T0068800.1,31
A2J10_07T0025000.1,2
A2J10_03T0062300.1,2
A2J10_02T0060800.1,484
A2J10_06T0028400.1,548
A2J10_06T0028400.2,508
A2J10_02T0326100.2,500
A2J10_02T0326100.1,661
A2J10_02T0218700.1,59
A2J10_06T0166000.1,5168
A2J10_04T0123200.2,134
A2J10_04T0123200.1,137
A2J10_01T0082500.1,12
A2J10_06T0224600.1,30
A2J10_10T0176100.5,5
A2J10_10T0176100.3,7
A2J10_10T0176100.1,7
A2J10_10T0176100.4,7
A2J10_10T0176100.2,5
A2J10_07T0264900.3,19
A2J10_07T0264900.1,17
A2J10_07T0264900.2,17
A2J10_03T0297800.1,1045
A2J10_03T0297800.2,1077
A2J10_02T0287400.2,85
A2J10_02T0287400.4,81
A2J10_02T0287400.5,81
A2J10_02T0287400.3,82
A2J10_02T0287400.1,86
A2J10_03T0317400.1,3060
A2J10_09T0016800.1,14
A2J10_01T0211000.1,16
A2J10_05T0012900.1,38
A2J10_10T0188800.1,27
A2J10_07T0221600.3,168
A2J10_07T0221600.4,125
A2J10_07T0221600.2,160
A2J10_07T0221600.1,136
A2J10_07T0013600.1,60
A2J10_10T0021400.2,272
A2J10_10T0021400.1,403
A2J10_03T0296900.1,1519
A2J10_01T0032900.1,225
A2J10_06T0243800.1,145
A2J10_08T0222300.1,54
A2J10_05T0134700.1,3
A2J10_01T0500300.1,49
A2J10_02T0057100.1,80
A2J10_02T0057100.2,68
A2J10_03T0201600.1,1
A2J10_03T0329000.1,220
A2J10_07T0024300.1,1020
A2J10_02T0038900.1,142
A2J10_05T0209200.2,3
A2J10_08T0032900.1,72
A2J10_04T0201600.1,71
A2J10_06T0191500.1,318
A2J10_10T0096400.1,37
A2J10_07T0173700.1,479
A2J10_07T0146100.1,19
A2J10_06T0241100.2,623
A2J10_06T0241100.3,671
A2J10_06T0241100.1,676
A2J10_06T0191000.1,232
A2J10_06T0191000.2,147
A2J10_06T0191000.3,74
A2J10_02T0019600.1,284
A2J10_01T0227000.1,2078
A2J10_11T0018100.2,196
A2J10_11T0018100.1,246
A2J10_08T0004200.4,63
A2J10_08T0004200.5,243
A2J10_08T0004200.2,390
A2J10_08T0004200.3,315
A2J10_08T0004200.1,349
A2J10_11T0000100.6,8
A2J10_11T0000100.3,11
A2J10_11T0000100.2,10
A2J10_11T0000100.5,3
A2J10_11T0000100.4,11
A2J10_11T0000100.1,11
A2J10_12T0179000.1,25
A2J10_12T0179000.2,25
A2J10_08T0035400.1,304
A2J10_08T0157400.1,154
A2J10_11T0050400.1,3
A2J10_03T0387200.1,74
A2J10_03T0387200.3,68
A2J10_03T0387200.2,126
A2J10_02T0367100.1,448
A2J10_01T0499700.1,83
A2J10_09T0040700.1,1454
A2J10_01T0036100.1,17
A2J10_01T0463500.1,3
A2J10_01T0017100.1,2334
A2J10_03T0085600.1,60
A2J10_07T0150700.1,1875
A2J10_07T0150700.2,2204
A2J10_08T0103800.1,3
A2J10_02T0313500.1,208
A2J10_08T0234000.2,29
A2J10_08T0234000.1,28
A2J10_04T0092900.2,1062
A2J10_04T0092900.1,1164
A2J10_09T0136900.1,198
A2J10_01T0237900.1,178
A2J10_07T0180900.1,239
A2J10_05T0027800.1,247
A2J10_03T0277500.1,48
A2J10_06T0279900.1,8
A2J10_06T0218000.1,307
A2J10_06T0218000.5,529
A2J10_06T0218000.3,552
A2J10_06T0218000.6,115
A2J10_06T0218000.2,357
A2J10_06T0218000.4,551
A2J10_01T0508800.1,167
A2J10_02T0083300.2,627
A2J10_02T0083300.1,685
A2J10_02T0083300.4,774
A2J10_02T0083300.3,502
A2J10_11T0039700.1,9
A2J10_06T0290200.1,159
A2J10_06T0290200.2,404
A2J10_03T0304500.1,286
A2J10_09T0151200.1,75
A2J10_04T0227700.4,21
A2J10_04T0227700.6,8
A2J10_04T0227700.1,7
A2J10_04T0227700.5,17
A2J10_04T0227700.3,7
A2J10_04T0227700.2,17
A2J10_06T0249400.1,63
A2J10_09T0017100.1,8
A2J10_04T0292800.1,148
A2J10_11T0094700.1,28
A2J10_03T0375800.1,320
A2J10_08T0195100.1,8
A2J10_11T0150700.3,4
A2J10_11T0150700.2,4
A2J10_11T0150700.1,4
A2J10_01T0139800.1,1
A2J10_05T0252900.1,77
A2J10_02T0254300.1,446
A2J10_02T0254300.2,486
A2J10_04T0312900.1,77
A2J10_11T0093300.1,398
A2J10_11T0223800.1,60
A2J10_01T0103800.1,69
A2J10_07T0241500.1,240
A2J10_01T0374500.2,1076
A2J10_01T0374500.1,1215
A2J10_06T0301500.1,428
A2J10_03T0214200.2,53
A2J10_03T0214200.1,33
A2J10_02T0245300.1,88
A2J10_05T0027500.3,187
A2J10_05T0027500.1,99
A2J10_05T0027500.2,122
A2J10_12T0183400.1,9
A2J10_03T0027600.1,903
A2J10_03T0027600.2,1025
A2J10_02T0261300.1,3
A2J10_06T0043800.1,7
A2J10_11T0189500.3,974
A2J10_11T0189500.2,823
A2J10_11T0189500.1,927
A2J10_03T0106000.1,194
A2J10_12T0175700.3,440
A2J10_12T0175700.2,565
A2J10_12T0175700.1,453
A2J10_01T0184200.1,7
A2J10_05T0181900.1,45
A2J10_11T0005300.1,16
A2J10_04T0032800.1,1223
A2J10_08T0120000.1,789
A2J10_07T0232500.5,1
A2J10_07T0232500.1,82
A2J10_07T0232500.2,73
A2J10_07T0232500.6,10
A2J10_07T0232500.7,9
A2J10_07T0232500.4,1
A2J10_07T0232500.3,82
A2J10_07T0200100.1,857
A2J10_08T0195700.1,49
A2J10_10T0058900.1,3
A2J10_01T0294800.1,136
A2J10_10T0030800.2,68
A2J10_10T0030800.1,63
A2J10_09T0184400.1,87
A2J10_03T0050100.2,443
A2J10_03T0050100.3,456
A2J10_03T0050100.5,363
A2J10_03T0050100.6,221
A2J10_03T0050100.1,450
A2J10_03T0050100.4,457
A2J10_06T0072600.1,85
A2J10_03T0266900.1,10
A2J10_10T0169300.1,9
A2J10_02T0069800.1,103
A2J10_02T0069800.2,96
A2J10_02T0069800.3,93
A2J10_01T0379300.2,140
A2J10_01T0379300.1,14
A2J10_08T0155100.1,126
A2J10_08T0155100.2,229
A2J10_06T0172600.1,103
A2J10_06T0172600.2,99
A2J10_07T0193200.1,78
A2J10_07T0267300.2,2436
A2J10_07T0267300.1,3203
A2J10_05T0175000.3,384
A2J10_05T0175000.4,387
A2J10_05T0175000.2,386
A2J10_05T0175000.1,399
A2J10_02T0188600.1,599
A2J10_03T0094400.1,1
A2J10_10T0011000.1,50
A2J10_02T0387200.1,2
A2J10_11T0169600.1,786
A2J10_08T0137400.1,1162
A2J10_12T0172700.1,44
A2J10_09T0181200.2,3
A2J10_08T0106800.1,159
A2J10_06T0085200.1,20
A2J10_10T0094300.1,50
A2J10_12T0023300.1,193
A2J10_09T0103500.1,200
A2J10_12T0175900.1,15
A2J10_12T0175900.3,15
A2J10_12T0175900.2,15
A2J10_12T0175900.4,15
A2J10_11T0084400.1,16
A2J10_04T0202700.1,284
A2J10_12T0081800.4,101
A2J10_12T0081800.2,110
A2J10_12T0081800.1,103
A2J10_12T0081800.5,99
A2J10_12T0081800.3,110
A2J10_09T0076500.1,3706
A2J10_09T0052000.1,2
A2J10_06T0128300.1,62
A2J10_06T0070300.1,1277
A2J10_11T0103300.1,1
A2J10_04T0177300.1,712
A2J10_06T0076900.3,308
A2J10_06T0076900.2,546
A2J10_06T0076900.1,637
A2J10_11T0193600.1,34
A2J10_11T0004300.1,6
A2J10_01T0289000.3,425
A2J10_01T0289000.1,459
A2J10_01T0289000.2,506
A2J10_10T0055500.1,38
A2J10_11T0031800.4,603
A2J10_11T0031800.2,733
A2J10_11T0031800.5,603
A2J10_11T0031800.3,564
A2J10_11T0031800.1,694
A2J10_02T0045200.4,108
A2J10_02T0045200.3,101
A2J10_02T0045200.2,25
A2J10_02T0045200.1,21
A2J10_06T0081500.1,13
A2J10_10T0121800.2,1321
A2J10_10T0121800.1,1173
A2J10_01T0492700.2,92
A2J10_01T0492700.1,244
A2J10_01T0492700.3,92
A2J10_01T0164500.1,160
A2J10_09T0012200.1,2828
A2J10_02T0375700.2,4874
A2J10_02T0375700.1,4341
A2J10_01T0412500.1,7
A2J10_06T0274100.1,62
A2J10_06T0196300.2,15
A2J10_06T0196300.3,1
A2J10_06T0196300.1,16
A2J10_11T0043800.2,226
A2J10_11T0043800.1,224
A2J10_01T0279900.1,1205
A2J10_03T0286300.1,5
A2J10_03T0274500.1,527
A2J10_11T0232400.1,99
A2J10_02T0332000.1,302
A2J10_08T0220700.1,110
A2J10_08T0220700.2,106
A2J10_08T0220700.3,106
A2J10_03T0256600.1,15
A2J10_07T0073600.1,20
A2J10_01T0093500.1,168
A2J10_05T0041100.1,229
A2J10_05T0041100.2,241
A2J10_05T0018300.2,15
A2J10_05T0018300.3,13
A2J10_05T0018300.4,13
A2J10_05T0018300.1,16
A2J10_04T0202300.3,280
A2J10_04T0202300.1,1219
A2J10_04T0202300.2,313
A2J10_04T0202300.4,280
A2J10_02T0036900.1,4
A2J10_03T0368300.1,229
A2J10_01T0258500.1,6
A2J10_01T0369800.1,229
A2J10_01T0369800.2,233
A2J10_01T0369800.3,248
A2J10_11T0138800.1,249
A2J10_10T0163500.1,98
A2J10_11T0012800.1,3
A2J10_03T0114900.3,2142
A2J10_03T0114900.5,686
A2J10_03T0114900.4,685
A2J10_03T0114900.2,2123
A2J10_03T0114900.1,1934
A2J10_02T0266800.1,2
A2J10_02T0211500.1,33
A2J10_08T0213400.1,75
A2J10_08T0213400.2,87
A2J10_09T0001100.1,28
A2J10_09T0001100.2,37
A2J10_03T0336300.1,86
A2J10_02T0253200.1,187
A2J10_01T0334000.1,4
A2J10_02T0216400.1,11
A2J10_11T0019000.1,2
A2J10_06T0208700.1,1
A2J10_06T0038500.1,1018
A2J10_04T0131300.1,477
A2J10_04T0268600.1,176
A2J10_03T0239100.1,11
A2J10_03T0333600.1,384
A2J10_03T0097400.1,175
A2J10_01T0279000.2,224
A2J10_01T0279000.1,193
A2J10_02T0350200.1,424
A2J10_06T0283700.1,19
A2J10_01T0045800.2,164
A2J10_01T0045800.1,184
A2J10_05T0269200.1,83
A2J10_08T0237800.1,1
A2J10_01T0473500.1,141
A2J10_06T0103000.1,6
A2J10_11T0000200.1,42
A2J10_02T0103500.1,32
A2J10_10T0083100.1,7
A2J10_01T0301600.4,623
A2J10_01T0301600.2,683
A2J10_01T0301600.1,646
A2J10_01T0301600.3,711
A2J10_02T0360800.1,363
A2J10_08T0108300.1,438
A2J10_08T0108300.2,440
A2J10_02T0089900.1,9
A2J10_06T0051000.3,817
A2J10_06T0051000.2,774
A2J10_06T0051000.4,63
A2J10_06T0051000.1,870
A2J10_07T0177100.1,2
A2J10_07T0177100.4,2
A2J10_07T0177100.2,2
A2J10_07T0177100.5,2
A2J10_07T0177100.3,2
A2J10_01T0370000.2,106
A2J10_01T0370000.3,110
A2J10_01T0370000.1,107
A2J10_04T0142300.1,36
