gene,drought_3_cnt
A2J10_11T0123000.1,6
A2J10_07T0208200.1,88
A2J10_06T0121100.1,1877
A2J10_06T0196400.1,7
A2J10_06T0196400.2,3
A2J10_06T0028900.1,1
A2J10_07T0067300.1,275
A2J10_04T0181000.1,819
A2J10_04T0181000.2,732
A2J10_10T0137800.1,667
A2J10_05T0258800.1,545
A2J10_07T0143000.1,2
A2J10_07T0143000.2,2
A2J10_12T0115500.1,322
A2J10_08T0127500.2,56
A2J10_05T0070500.2,219
A2J10_05T0070500.1,249
A2J10_08T0047500.1,754
A2J10_06T0090200.1,236
A2J10_03T0005900.1,1
A2J10_10T0176200.4,12
A2J10_10T0176200.1,27
A2J10_10T0176200.6,11
A2J10_10T0176200.5,27
A2J10_10T0176200.3,10
A2J10_10T0176200.7,13
A2J10_10T0176200.2,23
A2J10_11T0127900.1,27
A2J10_01T0244800.1,365356
A2J10_11T0197300.1,75
A2J10_04T0069700.1,1
A2J10_04T0290400.1,141
A2J10_09T0068700.1,505
A2J10_09T0068700.4,479
A2J10_09T0068700.2,529
A2J10_09T0068700.3,546
A2J10_07T0249100.1,777
A2J10_07T0151700.2,104
A2J10_07T0151700.1,101
A2J10_04T0279200.1,914
A2J10_10T0112600.3,233
A2J10_10T0112600.1,247
A2J10_10T0112600.4,265
A2J10_10T0112600.2,263
A2J10_10T0112600.5,250
A2J10_10T0181800.2,863
A2J10_10T0181800.1,902
A2J10_01T0493500.1,2
A2J10_02T0366000.1,591
A2J10_02T0366000.2,561
A2J10_11T0161300.1,289
A2J10_08T0180600.1,8
A2J10_05T0101600.3,208
A2J10_05T0101600.2,70
A2J10_05T0101600.1,70
A2J10_04T0304200.1,2
A2J10_07T0152200.2,673
A2J10_07T0152200.5,358
A2J10_07T0152200.6,39
A2J10_07T0152200.3,661
A2J10_07T0152200.1,654
A2J10_07T0152200.7,617
A2J10_07T0152200.4,679
A2J10_02T0100700.1,3
A2J10_05T0048900.1,249
A2J10_05T0048900.2,249
A2J10_01T0013000.1,36
A2J10_07T0159400.1,4587
A2J10_05T0207500.1,2
A2J10_09T0208400.3,170
A2J10_09T0208400.7,94
A2J10_09T0208400.4,68
A2J10_09T0208400.6,27
A2J10_09T0208400.2,150
A2J10_09T0208400.1,184
A2J10_09T0208400.5,85
A2J10_09T0208400.8,8
A2J10_08T0002300.1,842
A2J10_01T0114400.1,140
A2J10_12T0037400.1,12
A2J10_08T0133100.1,895
A2J10_12T0052600.1,47
A2J10_05T0174500.1,499
A2J10_10T0075900.1,444
A2J10_01T0146500.1,3
A2J10_01T0229400.1,67
A2J10_07T0006600.1,3
A2J10_02T0167200.1,13
A2J10_07T0055700.1,8
A2J10_03T0228300.1,75
A2J10_09T0094000.1,3
A2J10_02T0069300.1,642
A2J10_02T0069300.3,641
A2J10_02T0069300.2,641
A2J10_02T0069300.4,443
A2J10_03T0189900.1,166
A2J10_03T0384200.1,326
A2J10_03T0384200.2,342
A2J10_02T0278000.1,36
A2J10_05T0267200.1,665
A2J10_05T0267200.2,696
A2J10_05T0144000.1,69
A2J10_11T0023800.1,37
A2J10_03T0060200.1,13
A2J10_08T0219400.1,150
A2J10_10T0120900.1,221
A2J10_12T0095000.1,1999
A2J10_07T0210700.1,35
A2J10_06T0220100.1,65
A2J10_04T0113200.3,36
A2J10_04T0113200.2,69
A2J10_04T0113200.1,65
A2J10_09T0109600.1,348
A2J10_08T0208900.1,205
A2J10_09T0108300.1,203
A2J10_10T0115200.1,389
A2J10_03T0015000.1,2
A2J10_01T0318700.2,170
A2J10_01T0318700.3,177
A2J10_01T0318700.1,132
A2J10_07T0275800.1,26
A2J10_01T0226000.1,24
A2J10_11T0076600.6,118
A2J10_11T0076600.7,90
A2J10_11T0076600.1,264
A2J10_11T0076600.5,94
A2J10_11T0076600.2,275
A2J10_11T0076600.4,181
A2J10_11T0076600.3,133
A2J10_11T0076600.8,124
A2J10_01T0284700.1,194
A2J10_01T0284700.2,286
A2J10_01T0284700.3,14
A2J10_05T0160600.2,267
A2J10_05T0160600.3,288
A2J10_05T0160600.1,261
A2J10_10T0029100.1,2
A2J10_03T0284700.1,719
A2J10_07T0152500.1,358
A2J10_07T0152500.2,320
A2J10_12T0010700.2,374
A2J10_12T0010700.1,374
A2J10_02T0387800.1,1176
A2J10_02T0349100.1,1564
A2J10_03T0220800.1,6
A2J10_09T0133900.1,140
A2J10_09T0133900.3,25
A2J10_09T0133900.2,114
A2J10_06T0018400.3,3
A2J10_05T0154100.1,4
A2J10_05T0019300.1,330
A2J10_05T0151200.2,159
A2J10_05T0151200.1,54
A2J10_05T0104700.2,5
A2J10_05T0104700.3,5
A2J10_05T0104700.1,5
A2J10_05T0117200.1,10
A2J10_06T0099000.1,59
A2J10_04T0282200.1,1399
A2J10_04T0282200.3,17
A2J10_04T0282200.2,1197
A2J10_03T0341800.1,2552
A2J10_02T0099800.1,965
A2J10_09T0065200.1,7
A2J10_09T0063900.1,14
A2J10_09T0063900.2,11
A2J10_07T0040500.1,197
A2J10_03T0285300.2,1928
A2J10_03T0285300.1,1952
A2J10_09T0063800.1,135
A2J10_05T0075900.1,19
A2J10_11T0152200.1,251
A2J10_05T0140900.1,1
A2J10_06T0259000.1,2
A2J10_03T0333500.1,205
A2J10_04T0308100.1,177
A2J10_03T0027200.1,145
A2J10_10T0160600.1,12
A2J10_10T0019200.1,117
A2J10_02T0387500.1,14
A2J10_01T0125200.1,14
A2J10_05T0272300.1,4
A2J10_03T0121600.1,53
A2J10_02T0362100.1,312
A2J10_08T0204900.1,6
A2J10_04T0077700.1,24
A2J10_12T0119900.1,315
A2J10_05T0179700.2,510
A2J10_05T0179700.1,258
A2J10_04T0144700.1,78
A2J10_02T0297100.1,3
A2J10_02T0387400.1,526
A2J10_09T0030100.1,84
A2J10_07T0232900.1,65
A2J10_07T0232900.2,69
A2J10_02T0054000.1,384
A2J10_02T0065000.1,255
A2J10_11T0036500.1,412
A2J10_04T0280300.1,396
A2J10_01T0380800.1,1
A2J10_11T0127600.4,188
A2J10_11T0127600.6,169
A2J10_11T0127600.5,79
A2J10_11T0127600.3,192
A2J10_11T0127600.7,163
A2J10_11T0127600.1,179
A2J10_11T0127600.2,189
A2J10_03T0131800.1,2
A2J10_10T0009100.1,9
A2J10_03T0132600.1,2210
A2J10_01T0443700.1,3
A2J10_02T0008200.1,64
A2J10_02T0341800.1,715
A2J10_08T0054400.1,24
A2J10_08T0054400.2,16
A2J10_08T0054400.3,20
A2J10_09T0156000.1,245
A2J10_09T0156000.2,250
A2J10_06T0219000.2,146
A2J10_06T0219000.1,139
A2J10_04T0280200.1,508
A2J10_04T0280200.2,468
A2J10_12T0142000.1,13
A2J10_01T0044100.1,7
A2J10_05T0137000.4,1
A2J10_05T0137000.1,1
A2J10_05T0137000.3,142
A2J10_05T0137000.2,140
A2J10_11T0090700.3,234
A2J10_11T0090700.2,275
A2J10_11T0090700.1,268
A2J10_03T0217400.1,635
A2J10_09T0179400.1,106
A2J10_10T0185300.2,314
A2J10_10T0185300.1,240
A2J10_09T0201300.1,130
A2J10_06T0007600.1,49
A2J10_07T0223900.1,944
A2J10_07T0164500.3,288
A2J10_07T0164500.2,925
A2J10_07T0164500.1,809
A2J10_05T0255200.1,1623
A2J10_02T0359000.1,33
A2J10_04T0145800.2,1
A2J10_02T0223700.1,2
A2J10_01T0496100.3,58
A2J10_01T0496100.2,456
A2J10_03T0030800.1,24
A2J10_01T0126700.1,2165
A2J10_01T0106000.1,269
A2J10_01T0153000.1,1
A2J10_11T0040500.1,1817
A2J10_04T0215200.2,37
A2J10_04T0215200.1,11
A2J10_01T0483500.2,59
A2J10_01T0483500.1,100
A2J10_01T0313000.5,259
A2J10_01T0313000.2,264
A2J10_01T0313000.1,244
A2J10_01T0313000.3,272
A2J10_01T0313000.4,274
A2J10_03T0206600.1,96
A2J10_02T0023100.1,340
A2J10_11T0000300.1,144
A2J10_01T0411900.1,34
A2J10_11T0151400.1,10
A2J10_11T0008100.2,55
A2J10_11T0008100.1,53
A2J10_04T0125800.1,5
A2J10_06T0120400.1,532
A2J10_06T0120400.2,558
A2J10_06T0120400.12,434
A2J10_06T0120400.8,569
A2J10_06T0120400.6,581
A2J10_06T0120400.3,570
A2J10_06T0120400.11,350
A2J10_06T0120400.10,431
A2J10_06T0120400.7,457
A2J10_06T0120400.4,415
A2J10_06T0120400.5,545
A2J10_06T0120400.9,542
A2J10_10T0160200.1,29
A2J10_08T0160700.1,2
A2J10_08T0160700.3,120
A2J10_08T0160700.2,124
A2J10_07T0168700.4,136
A2J10_07T0168700.5,109
A2J10_07T0168700.1,108
A2J10_07T0168700.3,137
A2J10_07T0168700.2,65
A2J10_03T0358300.1,221
A2J10_07T0143100.1,308
A2J10_11T0139200.1,1
A2J10_04T0240800.1,352
A2J10_04T0240800.3,355
A2J10_04T0240800.2,381
A2J10_06T0219300.1,170
A2J10_12T0146800.1,93
A2J10_10T0180900.1,24
A2J10_06T0297500.6,514
A2J10_06T0297500.4,495
A2J10_06T0297500.3,449
A2J10_06T0297500.8,74
A2J10_06T0297500.1,507
A2J10_06T0297500.2,503
A2J10_06T0297500.5,463
A2J10_06T0297500.7,110
A2J10_07T0139600.1,209
A2J10_06T0021700.1,395
A2J10_05T0154200.1,3
A2J10_04T0000400.1,250
A2J10_03T0373300.2,539
A2J10_03T0373300.3,478
A2J10_03T0373300.1,434
A2J10_05T0196900.1,105
A2J10_11T0110300.1,61
A2J10_03T0149700.1,3868
A2J10_05T0001300.1,79
A2J10_08T0128300.1,1
A2J10_03T0355300.1,1806
A2J10_08T0139200.1,42
A2J10_05T0085100.1,128
A2J10_05T0085100.2,117
A2J10_03T0247900.1,2
A2J10_02T0214300.2,300
A2J10_02T0214300.1,217
A2J10_01T0423600.2,76
A2J10_01T0423600.1,69
A2J10_01T0247200.1,698
A2J10_01T0247200.2,547
A2J10_03T0013700.2,395
A2J10_03T0013700.3,483
A2J10_03T0013700.1,380
A2J10_06T0297400.1,18
A2J10_06T0244700.1,2
A2J10_02T0315200.1,31
A2J10_01T0146400.1,154
A2J10_01T0473700.1,486
A2J10_02T0013200.1,53
A2J10_01T0189200.1,416
A2J10_07T0266000.2,229
A2J10_07T0266000.1,1093
A2J10_07T0266000.3,1286
A2J10_02T0252100.1,216
A2J10_01T0348400.1,82
A2J10_04T0320000.1,20
A2J10_11T0001300.3,617
A2J10_11T0001300.5,677
A2J10_11T0001300.6,655
A2J10_11T0001300.2,415
A2J10_11T0001300.4,392
A2J10_11T0001300.7,663
A2J10_11T0001300.8,401
A2J10_11T0001300.1,628
A2J10_07T0053000.1,9
A2J10_06T0293500.1,80
A2J10_06T0282600.1,5
A2J10_02T0003600.1,284
A2J10_03T0076600.1,381
A2J10_02T0361600.1,142
A2J10_03T0086100.1,162
A2J10_05T0074600.1,20
A2J10_05T0262700.1,65
A2J10_09T0138900.1,656
A2J10_10T0056500.1,69
A2J10_10T0056500.2,72
A2J10_03T0350900.2,158
A2J10_03T0350900.1,88
A2J10_12T0151700.1,10
A2J10_01T0363600.6,325
A2J10_01T0363600.4,710
A2J10_01T0363600.1,469
A2J10_01T0363600.5,267
A2J10_01T0363600.3,519
A2J10_01T0363600.2,442
A2J10_03T0244700.1,506
A2J10_04T0091200.1,22
A2J10_09T0043900.1,1014
A2J10_07T0169300.2,1081
A2J10_07T0169300.6,474
A2J10_07T0169300.7,465
A2J10_07T0169300.3,1075
A2J10_07T0169300.5,501
A2J10_07T0169300.1,1037
A2J10_07T0169300.4,959
A2J10_01T0206000.1,1
A2J10_07T0277100.1,178
A2J10_05T0253200.1,2
A2J10_01T0102800.1,13
A2J10_11T0206600.1,124
A2J10_12T0093500.1,44
A2J10_09T0154400.1,244
A2J10_05T0045800.1,4
A2J10_01T0238800.1,9
A2J10_03T0098300.1,130
A2J10_01T0441300.1,1
A2J10_01T0185600.1,4
A2J10_02T0294400.1,52
A2J10_08T0149800.1,10
A2J10_06T0144000.1,6
A2J10_05T0270500.1,25
A2J10_04T0323900.1,21
A2J10_07T0269400.2,17
A2J10_07T0269400.1,11
A2J10_02T0176100.1,185
A2J10_05T0140500.2,373
A2J10_05T0140500.1,317
A2J10_04T0223900.1,2
A2J10_06T0300000.1,6
A2J10_09T0211400.3,65
A2J10_09T0211400.1,345
A2J10_09T0211400.2,242
A2J10_12T0053700.1,147
A2J10_12T0053700.2,122
A2J10_10T0087100.1,100
A2J10_10T0087100.2,100
A2J10_03T0037100.1,949
A2J10_10T0002700.1,1605
A2J10_01T0215900.1,81
A2J10_04T0310100.1,482
A2J10_09T0159600.1,3689
A2J10_12T0171900.1,114
A2J10_08T0002200.1,78
A2J10_04T0272800.1,2180
A2J10_01T0141100.1,188
A2J10_03T0015800.1,389
A2J10_03T0015800.2,349
A2J10_05T0235200.2,368
A2J10_05T0235200.4,332
A2J10_05T0235200.3,385
A2J10_05T0235200.5,340
A2J10_05T0235200.1,325
A2J10_01T0051200.5,179
A2J10_01T0051200.4,203
A2J10_01T0051200.3,165
A2J10_01T0051200.1,178
A2J10_01T0051200.2,180
A2J10_01T0051200.6,269
A2J10_05T0186500.1,19
A2J10_01T0494600.1,27
A2J10_07T0007700.1,159
A2J10_07T0281100.4,727
A2J10_07T0281100.1,665
A2J10_07T0281100.3,558
A2J10_07T0281100.2,689
A2J10_10T0065800.1,98
A2J10_06T0004800.1,37
A2J10_05T0229700.1,1
A2J10_02T0407700.8,33
A2J10_02T0407700.4,1907
A2J10_02T0407700.1,2258
A2J10_02T0407700.2,2311
A2J10_02T0407700.7,2029
A2J10_02T0407700.5,2233
A2J10_02T0407700.6,2341
A2J10_02T0407700.3,2322
A2J10_02T0032800.1,26
A2J10_07T0166200.1,92
A2J10_05T0216400.1,770
A2J10_06T0058900.1,40
A2J10_06T0058900.3,32
A2J10_06T0058900.2,40
A2J10_06T0058900.4,36
A2J10_04T0093700.2,130
A2J10_04T0093700.1,100
A2J10_10T0092300.4,8
A2J10_10T0092300.2,8
A2J10_10T0092300.1,8
A2J10_10T0092300.5,8
A2J10_10T0092300.3,9
A2J10_06T0199100.1,2
A2J10_10T0043100.2,46
A2J10_10T0043100.1,46
A2J10_09T0122500.2,128
A2J10_09T0122500.3,166
A2J10_09T0122500.1,166
A2J10_08T0232300.1,32
A2J10_03T0391800.1,30
A2J10_09T0108400.1,204
A2J10_08T0015100.2,82
A2J10_08T0015100.1,182
A2J10_03T0150400.1,883
A2J10_04T0273500.1,161
A2J10_06T0230900.1,21
A2J10_02T0170400.1,424
A2J10_03T0176700.1,7920
A2J10_02T0073100.1,131
A2J10_02T0411600.1,291
A2J10_02T0411600.2,778
A2J10_07T0205700.1,1214
A2J10_05T0217700.2,97
A2J10_05T0217700.3,4
A2J10_05T0217700.1,97
A2J10_06T0123200.1,9
A2J10_05T0206700.1,14
A2J10_02T0053100.1,26
A2J10_11T0195800.3,18
A2J10_11T0195800.2,18
A2J10_11T0195800.1,12
A2J10_01T0098900.1,107
A2J10_12T0096200.1,2
A2J10_03T0067600.1,156
A2J10_10T0018300.1,1
A2J10_05T0021000.1,75
A2J10_02T0276500.7,1064
A2J10_02T0276500.4,1168
A2J10_02T0276500.3,1219
A2J10_02T0276500.1,1225
A2J10_02T0276500.2,1229
A2J10_02T0276500.5,1188
A2J10_02T0276500.6,1150
A2J10_02T0276500.8,1218
A2J10_10T0155700.2,12
A2J10_10T0155700.1,11
A2J10_06T0190300.1,44
A2J10_01T0178900.1,63
A2J10_11T0040200.1,225
A2J10_01T0101100.1,263
A2J10_03T0326900.2,3
A2J10_03T0326900.1,3
A2J10_09T0058300.1,30
A2J10_02T0057800.1,2508
A2J10_12T0115900.1,143
A2J10_05T0054700.2,8
A2J10_05T0054700.1,1
A2J10_07T0153900.1,432
A2J10_11T0236600.3,21
A2J10_11T0236600.2,17
A2J10_04T0118100.1,7
A2J10_01T0406900.1,23
A2J10_08T0133500.1,3
A2J10_01T0208300.1,6
A2J10_01T0208300.2,7
A2J10_03T0369200.1,7
A2J10_02T0000400.1,33
A2J10_06T0011600.1,2
A2J10_01T0237600.2,144
A2J10_01T0237600.3,146
A2J10_01T0237600.1,144
A2J10_01T0237600.4,115
A2J10_01T0436000.1,171
A2J10_01T0436000.3,225
A2J10_01T0436000.2,207
A2J10_05T0131400.1,1411
A2J10_01T0227300.1,72
A2J10_01T0227300.2,72
A2J10_07T0041900.1,2278
A2J10_01T0428800.1,1
A2J10_02T0332500.1,125
A2J10_09T0010300.3,267
A2J10_09T0010300.4,151
A2J10_09T0010300.2,282
A2J10_09T0010300.1,272
A2J10_01T0185400.1,495
A2J10_01T0185400.2,524
A2J10_01T0241200.1,11
A2J10_04T0106000.1,1329
A2J10_01T0404700.1,1373
A2J10_08T0010700.1,1091
A2J10_08T0010700.2,1186
A2J10_08T0010700.3,957
A2J10_03T0122200.1,1415
A2J10_11T0139900.5,163
A2J10_11T0139900.9,231
A2J10_11T0139900.2,254
A2J10_11T0139900.6,189
A2J10_11T0139900.7,220
A2J10_11T0139900.1,279
A2J10_11T0139900.4,249
A2J10_11T0139900.8,200
A2J10_11T0139900.3,270
A2J10_07T0271000.1,67
A2J10_08T0137300.1,30
A2J10_08T0137300.2,25
A2J10_12T0185400.1,384
A2J10_10T0123900.1,1114
A2J10_01T0357500.1,443
A2J10_06T0055900.1,1
A2J10_06T0018000.2,902
A2J10_06T0018000.3,284
A2J10_06T0018000.1,1147
A2J10_11T0061600.1,2
A2J10_09T0123300.4,52
A2J10_09T0123300.1,39
A2J10_09T0123300.3,44
A2J10_09T0123300.2,49
A2J10_06T0157000.2,212
A2J10_06T0157000.1,178
A2J10_08T0174500.3,209
A2J10_08T0174500.1,194
A2J10_08T0174500.2,184
A2J10_08T0174500.4,200
A2J10_08T0143000.3,183
A2J10_08T0143000.1,155
A2J10_08T0143000.4,184
A2J10_08T0143000.2,177
A2J10_02T0422000.1,9
A2J10_01T0056100.2,276
A2J10_01T0056100.1,279
A2J10_06T0217200.1,133
A2J10_01T0286900.1,10
A2J10_09T0193300.1,2
A2J10_06T0161800.1,19
A2J10_03T0333200.1,116
A2J10_06T0064400.1,216
A2J10_04T0279300.1,1988
A2J10_06T0141900.1,119
A2J10_05T0250200.1,907
A2J10_08T0239100.1,562
A2J10_08T0239100.2,431
A2J10_07T0081600.1,506
A2J10_02T0273400.1,423
A2J10_08T0068500.2,1310
A2J10_08T0068500.1,1369
A2J10_01T0005400.3,26
A2J10_01T0005400.2,29
A2J10_01T0005400.1,9
A2J10_08T0037300.1,34
A2J10_05T0183000.1,3
A2J10_05T0183000.2,3
A2J10_07T0158600.1,143
A2J10_07T0261300.1,332
A2J10_07T0261300.2,331
A2J10_09T0175100.1,161
A2J10_09T0175100.2,183
A2J10_06T0075400.1,19
A2J10_12T0134700.2,236
A2J10_12T0134700.1,230
A2J10_10T0015700.1,10
A2J10_07T0033100.3,737
A2J10_07T0033100.1,695
A2J10_07T0033100.4,736
A2J10_07T0033100.2,694
A2J10_03T0363900.1,6
A2J10_09T0180100.1,570
A2J10_02T0112600.1,2
A2J10_03T0377600.1,57
A2J10_02T0249500.2,472
A2J10_02T0249500.3,432
A2J10_02T0249500.1,573
A2J10_04T0146700.1,14
A2J10_06T0138400.1,82
A2J10_07T0244900.1,294
A2J10_07T0027500.1,1
A2J10_03T0354400.1,56
A2J10_11T0103000.1,136
A2J10_04T0189200.1,502
A2J10_07T0294200.1,133
A2J10_07T0260400.1,215
A2J10_04T0266900.3,131
A2J10_04T0266900.2,160
A2J10_04T0266900.1,171
A2J10_04T0266900.4,179
A2J10_04T0144300.1,167
A2J10_07T0253300.1,429
A2J10_11T0028300.1,2778
A2J10_05T0046400.1,148
A2J10_07T0200600.1,84
A2J10_06T0025100.1,459
A2J10_04T0312100.1,442
A2J10_07T0162900.1,121
A2J10_02T0386400.5,283
A2J10_02T0386400.3,232
A2J10_02T0386400.10,47
A2J10_02T0386400.4,238
A2J10_02T0386400.9,29
A2J10_02T0386400.8,226
A2J10_02T0386400.7,262
A2J10_02T0386400.1,297
A2J10_02T0386400.6,260
A2J10_02T0386400.2,272
A2J10_07T0021200.1,3
A2J10_05T0252500.1,602
A2J10_12T0079700.1,114
A2J10_07T0208000.1,77
A2J10_05T0027600.1,442
A2J10_11T0190700.1,36
A2J10_11T0190700.2,27
A2J10_03T0139500.1,34639
A2J10_09T0086200.1,1
A2J10_07T0173000.1,134
A2J10_01T0093300.1,4868
A2J10_10T0120800.1,1111
A2J10_06T0298100.1,747
A2J10_01T0362000.1,271
A2J10_06T0154800.1,118
A2J10_06T0053800.1,5
A2J10_08T0039700.3,182
A2J10_08T0039700.1,161
A2J10_08T0039700.2,169
A2J10_03T0323300.2,385
A2J10_03T0323300.1,353
A2J10_01T0206600.2,9785
A2J10_01T0206600.1,7255
A2J10_02T0106800.2,290
A2J10_02T0106800.1,361
A2J10_08T0124300.1,3
A2J10_05T0225500.1,468
A2J10_02T0275500.1,15
A2J10_11T0017400.1,107
A2J10_04T0096100.1,285
A2J10_07T0250900.1,56
A2J10_07T0250900.2,93
A2J10_07T0250900.4,94
A2J10_07T0250900.3,97
A2J10_05T0090500.1,246
A2J10_09T0125800.8,7
A2J10_09T0125800.4,306
A2J10_09T0125800.7,13
A2J10_09T0125800.1,287
A2J10_09T0125800.6,22
A2J10_09T0125800.2,267
A2J10_09T0125800.5,258
A2J10_09T0125800.3,240
A2J10_07T0236900.1,181
A2J10_07T0236900.2,191
A2J10_05T0266500.2,271
A2J10_05T0266500.3,241
A2J10_05T0266500.1,270
A2J10_09T0208900.1,68
A2J10_03T0283600.3,290
A2J10_03T0283600.1,102
A2J10_03T0283600.2,10
A2J10_05T0193100.1,11
A2J10_12T0175100.1,291
A2J10_08T0206700.1,1890
A2J10_11T0129200.2,17
A2J10_11T0129200.4,22
A2J10_11T0129200.1,26
A2J10_11T0129200.3,19
A2J10_08T0184000.1,1
A2J10_01T0030100.3,61
A2J10_01T0030100.2,106
A2J10_01T0030100.1,100
A2J10_08T0096500.1,1654
A2J10_08T0096500.2,2409
A2J10_08T0096500.3,2381
A2J10_08T0056800.1,107
A2J10_06T0102300.1,1
A2J10_04T0269500.1,1100
A2J10_03T0200400.1,1557
A2J10_03T0200400.2,1717
A2J10_12T0018600.1,15
A2J10_01T0152800.2,139
A2J10_01T0152800.1,101
A2J10_01T0152800.3,145
A2J10_04T0099400.1,1526
A2J10_07T0138700.5,627
A2J10_07T0138700.2,535
A2J10_07T0138700.6,3
A2J10_07T0138700.1,565
A2J10_07T0138700.4,634
A2J10_07T0138700.3,558
A2J10_03T0329200.1,61
A2J10_08T0045100.2,140
A2J10_08T0045100.1,129
A2J10_04T0018900.1,28
A2J10_02T0304300.1,1
A2J10_10T0021300.1,2
A2J10_03T0366500.1,39
A2J10_07T0077300.4,185
A2J10_07T0077300.3,313
A2J10_07T0077300.1,252
A2J10_07T0077300.2,307
A2J10_02T0415400.1,1
A2J10_06T0007400.1,69
A2J10_12T0080600.1,301
A2J10_12T0097200.2,9
A2J10_12T0097200.1,9
A2J10_12T0010300.2,539
A2J10_12T0010300.1,543
A2J10_09T0113900.1,97
A2J10_03T0336000.1,14
A2J10_05T0240500.1,838
A2J10_01T0220700.1,650
A2J10_05T0139300.1,48
A2J10_12T0042300.1,312
A2J10_12T0042300.2,312
A2J10_12T0042300.3,133
A2J10_03T0116400.1,29
A2J10_03T0116400.2,32
A2J10_05T0173000.2,803
A2J10_05T0173000.3,883
A2J10_05T0173000.1,1071
A2J10_12T0113700.1,196
A2J10_07T0146800.3,14
A2J10_07T0146800.2,14
A2J10_07T0146800.1,14
A2J10_05T0136800.2,10
A2J10_05T0136800.1,7
A2J10_12T0141100.1,40
A2J10_03T0246300.2,185
A2J10_03T0246300.1,163
A2J10_01T0260700.3,1
A2J10_01T0260700.2,1
A2J10_06T0284000.1,10
A2J10_05T0096000.4,4
A2J10_05T0096000.3,4
A2J10_05T0096000.1,4
A2J10_05T0096000.2,4
A2J10_03T0346500.1,97
A2J10_02T0204000.1,449
A2J10_12T0188800.1,3533
A2J10_12T0044900.1,1
A2J10_03T0371400.2,529
A2J10_03T0371400.1,806
A2J10_03T0371400.3,501
A2J10_01T0087900.3,695
A2J10_01T0087900.1,722
A2J10_01T0087900.4,778
A2J10_01T0087900.2,804
A2J10_02T0066400.1,100
A2J10_03T0202900.1,47
A2J10_01T0130800.1,10
A2J10_01T0228000.1,2063
A2J10_02T0180700.1,48
A2J10_11T0234600.1,2
A2J10_12T0112800.1,12
A2J10_04T0291200.1,174
A2J10_09T0173800.1,14
A2J10_04T0041900.1,5
A2J10_02T0270000.1,745
A2J10_12T0069700.1,37
A2J10_07T0045300.1,28
A2J10_04T0277500.1,185
A2J10_10T0005900.1,298
A2J10_10T0005900.2,286
A2J10_10T0005900.3,167
A2J10_04T0246400.1,147
A2J10_11T0141400.1,194
A2J10_11T0141400.2,196
A2J10_01T0474300.3,788
A2J10_01T0474300.1,844
A2J10_01T0474300.2,809
A2J10_02T0394700.1,3
A2J10_08T0155500.2,49
A2J10_08T0155500.1,70
A2J10_01T0449800.2,100
A2J10_01T0449800.1,109
A2J10_03T0353400.1,571
A2J10_06T0140200.1,4
A2J10_02T0371600.1,12
A2J10_03T0160700.1,4
A2J10_01T0406400.1,2
A2J10_07T0213700.1,844
A2J10_04T0258900.1,633
A2J10_03T0008300.5,88
A2J10_03T0008300.2,544
A2J10_03T0008300.1,598
A2J10_03T0008300.4,47
A2J10_03T0008300.3,128
A2J10_08T0211100.1,24
A2J10_08T0200500.1,18
A2J10_01T0158300.1,128
A2J10_04T0139000.1,28
A2J10_01T0319400.1,11
A2J10_09T0090400.1,507
A2J10_09T0090400.2,766
A2J10_05T0090400.1,24
A2J10_12T0099500.1,41
A2J10_11T0080300.1,87
A2J10_11T0080300.5,102
A2J10_11T0080300.3,108
A2J10_11T0080300.4,171
A2J10_11T0080300.6,127
A2J10_11T0080300.2,146
A2J10_05T0162800.1,1
A2J10_06T0137400.2,3
A2J10_06T0137400.1,4
A2J10_06T0137400.3,3
A2J10_10T0133800.1,1
A2J10_01T0241900.1,2
A2J10_01T0373200.1,6
A2J10_02T0068900.1,867
A2J10_08T0092500.4,28
A2J10_08T0092500.3,25
A2J10_08T0092500.2,20
A2J10_08T0092500.1,17
A2J10_05T0214500.1,587
A2J10_03T0264700.1,196
A2J10_06T0221000.2,4
A2J10_06T0221000.1,4
A2J10_04T0170000.1,8
A2J10_07T0029900.1,1200
A2J10_02T0124200.6,1055
A2J10_02T0124200.2,1108
A2J10_02T0124200.1,1205
A2J10_02T0124200.5,1118
A2J10_02T0124200.4,1067
A2J10_02T0124200.3,1083
A2J10_04T0207400.2,1169
A2J10_04T0207400.4,1063
A2J10_04T0207400.5,1180
A2J10_04T0207400.3,1130
A2J10_04T0207400.1,1012
A2J10_03T0003200.2,1
A2J10_03T0003200.1,1
A2J10_05T0267300.1,302
A2J10_12T0187200.1,85
A2J10_11T0072900.2,174
A2J10_11T0072900.1,201
A2J10_11T0072900.3,82
A2J10_06T0158000.1,573
A2J10_04T0105300.1,17
A2J10_03T0250000.2,313
A2J10_03T0250000.1,306
A2J10_06T0013800.1,4
A2J10_08T0141900.1,184
A2J10_08T0141900.2,186
A2J10_08T0141900.3,179
A2J10_03T0016200.1,26
A2J10_02T0362700.2,141
A2J10_02T0362700.4,135
A2J10_02T0362700.1,106
A2J10_02T0362700.3,137
A2J10_08T0169900.1,1400
A2J10_08T0169900.3,753
A2J10_08T0169900.2,422
A2J10_01T0439700.1,444
A2J10_04T0161100.1,8
A2J10_08T0005100.1,1
A2J10_03T0009000.2,56
A2J10_03T0009000.1,56
A2J10_07T0159900.1,6
A2J10_07T0177900.1,3
A2J10_07T0177900.2,10
