gene,control_1_cnt
A2J10_06T0208700.1,5
A2J10_06T0038500.1,1271
A2J10_04T0131300.1,591
A2J10_04T0268600.1,242
A2J10_03T0239100.1,13
A2J10_03T0333600.1,860
A2J10_03T0097400.1,222
A2J10_01T0279000.2,265
A2J10_01T0279000.1,239
A2J10_07T0083700.1,18
A2J10_02T0350200.1,625
A2J10_06T0283700.1,33
A2J10_01T0045800.2,227
A2J10_01T0045800.1,260
A2J10_05T0269200.2,2
A2J10_05T0269200.1,165
A2J10_01T0473500.1,76
A2J10_06T0103000.1,4
A2J10_11T0000200.1,61
A2J10_02T0103500.1,31
A2J10_10T0083100.1,1
A2J10_01T0301600.4,376
A2J10_01T0301600.2,419
A2J10_01T0301600.1,398
A2J10_01T0301600.3,444
A2J10_02T0360800.1,625
A2J10_08T0108300.1,843
A2J10_08T0108300.2,859
A2J10_02T0089900.1,17
A2J10_06T0051000.3,896
A2J10_06T0051000.2,848
A2J10_06T0051000.4,54
A2J10_06T0051000.1,967
A2J10_03T0186800.1,3
A2J10_07T0177100.1,2
A2J10_07T0177100.4,2
A2J10_07T0177100.2,2
A2J10_07T0177100.5,1
A2J10_07T0177100.3,2
A2J10_01T0370000.2,70
A2J10_01T0370000.3,77
A2J10_01T0370000.1,70
A2J10_04T0142300.1,78
A2J10_09T0188800.1,1
A2J10_03T0108500.1,280
A2J10_07T0111700.1,3
A2J10_04T0170400.1,363
A2J10_03T0111200.1,1407
A2J10_05T0245000.1,61
A2J10_05T0245000.2,49
A2J10_02T0418300.1,4
A2J10_02T0420500.1,10
A2J10_12T0040100.1,257
A2J10_12T0040100.3,196
A2J10_12T0040100.2,223
A2J10_04T0156700.3,140
A2J10_04T0156700.2,372
A2J10_04T0156700.1,364
A2J10_03T0286500.4,1203
A2J10_03T0286500.3,1350
A2J10_03T0286500.5,1237
A2J10_03T0286500.2,1341
A2J10_03T0286500.1,1267
A2J10_01T0082900.1,359
A2J10_01T0126300.1,176
A2J10_08T0011900.1,435
A2J10_11T0215800.1,5
A2J10_11T0215800.2,22
A2J10_07T0222400.1,30
A2J10_05T0069800.1,17
A2J10_03T0166000.1,179
A2J10_04T0150800.2,2373
A2J10_04T0150800.3,2349
A2J10_04T0150800.1,2422
A2J10_04T0150800.4,2314
A2J10_05T0072000.2,1308
A2J10_05T0072000.1,1318
A2J10_11T0095300.2,365
A2J10_11T0095300.1,353
A2J10_11T0009800.1,95
A2J10_07T0042600.1,772
A2J10_01T0429000.1,335
A2J10_01T0407300.1,106
A2J10_01T0407300.2,93
A2J10_02T0204100.1,362
A2J10_04T0004500.1,27
A2J10_01T0280600.1,1076
A2J10_04T0236000.1,687
A2J10_04T0019100.1,141
A2J10_09T0013900.1,6
A2J10_06T0069200.1,41
A2J10_03T0021100.1,8
A2J10_01T0345500.3,2155
A2J10_01T0345500.2,1988
A2J10_01T0345500.1,2501
A2J10_03T0390700.1,14
A2J10_12T0184500.1,69
A2J10_04T0290900.2,182
A2J10_04T0290900.6,8
A2J10_04T0290900.1,176
A2J10_04T0290900.4,171
A2J10_04T0290900.3,193
A2J10_12T0129800.1,6
A2J10_07T0185500.1,3
A2J10_09T0205700.1,219
A2J10_07T0217600.1,44
A2J10_01T0350500.1,1365
A2J10_09T0027300.6,54
A2J10_09T0027300.4,472
A2J10_09T0027300.3,509
A2J10_09T0027300.1,494
A2J10_09T0027300.5,231
A2J10_09T0027300.2,527
A2J10_09T0170200.1,8
A2J10_03T0071500.1,406
A2J10_11T0137400.1,6
A2J10_08T0021200.2,13
A2J10_08T0021200.1,18
A2J10_07T0089700.1,480
A2J10_03T0061000.2,5
A2J10_03T0061000.1,367
A2J10_02T0149700.1,18
A2J10_06T0024800.1,38
A2J10_06T0024800.2,542
A2J10_12T0008700.2,38
A2J10_12T0008700.1,42
A2J10_12T0127300.1,3126
A2J10_08T0091400.1,4
A2J10_01T0281400.1,17
A2J10_06T0115700.5,1319
A2J10_06T0115700.7,153
A2J10_06T0115700.8,253
A2J10_06T0115700.1,995
A2J10_06T0115700.6,1292
A2J10_06T0115700.2,1038
A2J10_06T0115700.4,1294
A2J10_06T0115700.3,1231
A2J10_12T0071500.1,323
A2J10_12T0071500.2,664
A2J10_10T0069800.1,451
A2J10_01T0221700.1,135
A2J10_07T0215000.1,1049
A2J10_07T0215000.2,1162
A2J10_11T0224600.4,341
A2J10_11T0224600.2,225
A2J10_11T0224600.1,242
A2J10_11T0224600.3,309
A2J10_01T0137900.1,1311
A2J10_01T0370900.1,316
A2J10_07T0271300.1,1
A2J10_03T0222800.1,303
A2J10_03T0222800.2,303
A2J10_06T0175300.1,776
A2J10_06T0203900.2,1101
A2J10_06T0203900.1,1101
A2J10_06T0203900.3,823
A2J10_01T0322900.1,313
A2J10_01T0242300.4,2235
A2J10_01T0242300.3,2231
A2J10_01T0242300.2,2386
A2J10_01T0242300.1,2193
A2J10_05T0082800.5,22
A2J10_05T0082800.1,24
A2J10_05T0082800.4,25
A2J10_05T0082800.3,30
A2J10_05T0082800.2,23
A2J10_10T0050100.1,2
A2J10_01T0445300.1,431
A2J10_01T0445300.3,409
A2J10_01T0445300.5,403
A2J10_01T0445300.2,382
A2J10_01T0445300.4,387
A2J10_09T0131500.1,348
A2J10_09T0131500.2,615
A2J10_07T0063300.2,103
A2J10_07T0063300.1,129
A2J10_07T0063300.3,131
A2J10_06T0009000.1,7185
A2J10_08T0077100.1,4
A2J10_03T0015300.1,11
A2J10_12T0172800.1,101
A2J10_05T0125600.1,37
A2J10_06T0278800.1,13
A2J10_04T0253800.1,29
A2J10_02T0300900.2,128
A2J10_02T0300900.1,118
A2J10_07T0266500.1,218
A2J10_01T0298500.2,413
A2J10_01T0298500.1,246
A2J10_01T0298500.5,400
A2J10_01T0298500.3,250
A2J10_01T0298500.4,248
A2J10_09T0183400.1,47
A2J10_04T0213500.1,439
A2J10_10T0178400.1,229
A2J10_01T0174900.1,28
A2J10_01T0174900.8,3
A2J10_01T0174900.2,13
A2J10_01T0174900.4,1
A2J10_01T0174900.6,47
A2J10_01T0174900.3,11
A2J10_01T0174900.7,43
A2J10_08T0049200.1,214
A2J10_12T0149100.1,603
A2J10_11T0020200.1,11
A2J10_03T0263400.3,121
A2J10_03T0263400.1,52
A2J10_01T0420500.3,392
A2J10_01T0420500.2,267
A2J10_01T0420500.1,164
A2J10_04T0131200.1,14
A2J10_04T0131200.3,12
A2J10_04T0131200.2,12
A2J10_01T0370300.1,1
A2J10_06T0174000.1,10
A2J10_03T0199700.1,1343
A2J10_07T0085200.1,15
A2J10_11T0026400.1,424
A2J10_11T0026400.2,364
A2J10_07T0104400.5,120
A2J10_07T0104400.3,78
A2J10_07T0104400.2,154
A2J10_07T0104400.1,70
A2J10_07T0104400.4,147
A2J10_06T0269200.1,220
A2J10_06T0269200.2,219
A2J10_05T0219200.1,29
A2J10_10T0090000.3,26
A2J10_10T0090000.1,23
A2J10_10T0090000.7,2
A2J10_10T0090000.4,32
A2J10_10T0090000.6,32
A2J10_10T0090000.5,36
A2J10_10T0090000.2,31
A2J10_07T0028300.1,1835
A2J10_11T0214300.2,464
A2J10_11T0214300.3,4
A2J10_11T0214300.1,307
A2J10_12T0144700.1,362
A2J10_01T0105200.1,914
A2J10_07T0036100.1,36
A2J10_06T0224500.1,82
A2J10_10T0108600.1,77
A2J10_05T0196500.1,662
A2J10_05T0196500.2,667
A2J10_02T0382900.1,328
A2J10_02T0382900.2,371
A2J10_06T0215000.2,119
A2J10_06T0215000.1,168
A2J10_03T0370700.1,204
A2J10_02T0369300.1,54
A2J10_02T0369300.2,54
A2J10_09T0025400.1,951
A2J10_07T0280000.1,2
A2J10_09T0176500.3,58
A2J10_09T0176500.2,80
A2J10_09T0176500.4,63
A2J10_09T0176500.1,67
A2J10_07T0078600.1,40
A2J10_10T0183400.3,10
A2J10_10T0183400.5,26
A2J10_10T0183400.2,15
A2J10_10T0183400.4,3
A2J10_10T0183400.1,15
A2J10_03T0041000.1,203
A2J10_02T0195600.1,274
A2J10_09T0041000.1,179
A2J10_01T0202900.4,533
A2J10_01T0202900.2,1011
A2J10_01T0202900.5,168
A2J10_01T0202900.1,990
A2J10_01T0202900.3,614
A2J10_05T0210200.1,375
A2J10_01T0113500.1,268
A2J10_05T0258400.1,286
A2J10_05T0258400.2,283
A2J10_05T0258400.3,332
A2J10_06T0097900.1,426
A2J10_01T0362100.1,88
A2J10_11T0219000.1,17
A2J10_10T0159100.1,112
A2J10_10T0135800.2,763
A2J10_10T0135800.1,797
A2J10_10T0135800.3,714
A2J10_06T0292100.1,236
A2J10_06T0284800.1,116
A2J10_06T0284800.2,105
A2J10_06T0284800.3,36
A2J10_01T0336900.1,51
A2J10_12T0103800.1,26
A2J10_09T0169400.2,270
A2J10_09T0169400.5,186
A2J10_09T0169400.3,211
A2J10_09T0169400.4,116
A2J10_09T0169400.1,255
A2J10_09T0169400.6,102
A2J10_01T0177500.2,250
A2J10_01T0177500.1,920
A2J10_01T0337100.1,4
A2J10_06T0150900.1,7
A2J10_02T0236700.1,40
A2J10_04T0215000.1,182
A2J10_07T0266700.1,252
A2J10_02T0093300.1,552
A2J10_02T0173000.1,101
A2J10_11T0096400.1,367
A2J10_04T0173100.1,562
A2J10_09T0105100.1,4
A2J10_11T0224700.1,13
A2J10_07T0295600.3,4
A2J10_07T0295600.2,6
A2J10_07T0295600.1,4
A2J10_11T0041100.1,5647
A2J10_11T0041100.2,62
A2J10_07T0166900.1,2
A2J10_10T0096500.1,77
A2J10_08T0105000.1,267
A2J10_06T0200200.1,5603
A2J10_04T0311100.1,1025
A2J10_08T0120400.1,49
A2J10_09T0114100.1,10
A2J10_11T0004800.1,2
A2J10_03T0212700.3,2
A2J10_03T0212700.2,2
A2J10_03T0212700.1,2
A2J10_12T0191400.1,423
A2J10_05T0083200.1,93
A2J10_05T0164700.1,500
A2J10_05T0164700.2,552
A2J10_05T0088300.1,508
A2J10_02T0269200.1,1774
A2J10_02T0269200.5,1311
A2J10_02T0269200.2,1752
A2J10_02T0269200.4,1457
A2J10_02T0269200.3,1724
A2J10_09T0150500.1,8
A2J10_03T0351200.1,12
A2J10_04T0123600.1,2
A2J10_08T0182700.4,37
A2J10_08T0182700.2,54
A2J10_08T0182700.1,54
A2J10_08T0182700.3,34
A2J10_07T0003300.1,17
A2J10_03T0037200.1,8833
A2J10_09T0105800.1,56
A2J10_07T0273100.1,365
A2J10_07T0186100.1,2720
A2J10_02T0229700.1,106
A2J10_07T0016100.1,72
A2J10_12T0176800.1,11
A2J10_09T0167800.3,199
A2J10_09T0167800.2,95
A2J10_09T0167800.4,162
A2J10_09T0167800.1,174
A2J10_02T0099900.2,506
A2J10_02T0099900.1,686
A2J10_02T0099900.3,247
A2J10_05T0250100.1,203
A2J10_03T0201500.1,2143
A2J10_11T0069700.4,3
A2J10_11T0069700.1,10
A2J10_11T0069700.2,21
A2J10_11T0069700.3,10
A2J10_05T0202100.1,1632
A2J10_06T0062800.1,7
A2J10_09T0179500.4,83
A2J10_09T0179500.3,83
A2J10_09T0179500.1,331
A2J10_09T0179500.2,490
A2J10_02T0260900.1,1731
A2J10_04T0307900.2,215
A2J10_04T0307900.1,230
A2J10_01T0334100.1,4
A2J10_11T0009600.1,250
A2J10_07T0228100.4,8
A2J10_07T0228100.2,8
A2J10_07T0228100.3,8
A2J10_07T0228100.1,7
A2J10_07T0228100.5,8
A2J10_09T0130500.1,2
A2J10_08T0128200.1,1
A2J10_06T0278500.1,43
A2J10_06T0278500.2,43
A2J10_06T0278500.3,43
A2J10_07T0190900.1,53
A2J10_11T0082600.1,477
A2J10_11T0082600.3,486
A2J10_11T0082600.2,489
A2J10_01T0054800.2,167
A2J10_01T0054800.3,96
A2J10_01T0054800.1,236
A2J10_01T0061500.1,205
A2J10_05T0249900.4,16
A2J10_05T0249900.1,1542
A2J10_05T0249900.2,2745
A2J10_05T0249900.3,11
A2J10_07T0220900.1,516
A2J10_12T0066100.1,8
A2J10_01T0328200.1,123
A2J10_05T0219500.1,26
A2J10_06T0101200.1,1096
A2J10_04T0115800.1,280
A2J10_08T0085100.1,142
A2J10_08T0201100.1,4808
A2J10_07T0201100.1,558
A2J10_07T0201100.4,531
A2J10_07T0201100.2,531
A2J10_07T0201100.3,578
A2J10_03T0333100.1,19
A2J10_02T0112400.1,1
A2J10_08T0072000.3,2
A2J10_08T0072000.2,3
A2J10_08T0072000.1,1
A2J10_07T0063600.1,80822
A2J10_01T0448500.3,601
A2J10_01T0448500.2,643
A2J10_01T0448500.1,578
A2J10_06T0296300.1,964
A2J10_08T0141000.2,135
A2J10_08T0141000.1,135
A2J10_08T0147600.1,846
A2J10_10T0141500.1,20
A2J10_05T0153300.1,2090
A2J10_02T0301200.1,5
A2J10_03T0304000.1,7
A2J10_01T0325900.1,2599
A2J10_04T0112200.1,43
A2J10_02T0373700.1,2
A2J10_01T0058000.2,2
A2J10_01T0058000.1,4
A2J10_01T0255900.2,698
A2J10_01T0255900.1,699
A2J10_08T0076200.1,72
A2J10_01T0041300.1,9
A2J10_07T0141200.1,11
A2J10_11T0025500.1,55
A2J10_08T0228800.1,52
A2J10_05T0017900.2,1508
A2J10_05T0017900.1,1357
A2J10_12T0188700.1,2
A2J10_12T0188700.2,2
A2J10_04T0270800.1,30
A2J10_04T0239000.1,3
A2J10_09T0206900.3,126
A2J10_09T0206900.2,125
A2J10_09T0206900.1,83
A2J10_09T0206900.4,479
A2J10_09T0206900.5,598
A2J10_06T0180200.2,467
A2J10_06T0180200.1,826
A2J10_05T0162000.1,3
A2J10_06T0261800.1,11
A2J10_08T0113600.1,193
A2J10_08T0113600.3,183
A2J10_08T0113600.2,113
A2J10_08T0113600.4,192
A2J10_06T0127800.2,585
A2J10_06T0127800.1,574
A2J10_04T0114200.1,212
A2J10_04T0160800.1,3
A2J10_05T0020900.1,46
A2J10_01T0277000.1,628
A2J10_01T0059500.1,4
A2J10_01T0104100.1,427
A2J10_01T0104100.4,474
A2J10_01T0104100.9,310
A2J10_01T0104100.7,475
A2J10_01T0104100.5,548
A2J10_01T0104100.2,525
A2J10_01T0104100.6,434
A2J10_01T0104100.8,133
A2J10_01T0104100.3,456
A2J10_05T0227900.1,3
A2J10_12T0020900.1,1
A2J10_06T0206400.1,23
A2J10_11T0097300.1,408
A2J10_11T0097300.3,534
A2J10_11T0097300.2,367
A2J10_01T0434500.5,89
A2J10_01T0434500.1,645
A2J10_01T0434500.3,513
A2J10_01T0434500.4,541
A2J10_01T0434500.2,644
A2J10_09T0170100.1,9
A2J10_09T0170100.3,96
A2J10_09T0170100.2,19
A2J10_09T0170100.4,17
A2J10_10T0141900.6,148
A2J10_10T0141900.1,360
A2J10_10T0141900.4,189
A2J10_10T0141900.5,173
A2J10_10T0141900.3,279
A2J10_10T0141900.2,314
A2J10_03T0138900.1,4592
A2J10_02T0289400.1,4
A2J10_04T0193500.1,78
A2J10_10T0049700.1,34
A2J10_01T0029900.1,1036
A2J10_03T0165800.1,352
A2J10_12T0152100.2,289
A2J10_12T0152100.4,240
A2J10_12T0152100.3,223
A2J10_12T0152100.1,333
A2J10_04T0077800.1,1
A2J10_10T0186900.1,388
A2J10_10T0186900.2,444
A2J10_10T0186900.3,382
A2J10_07T0039100.1,980
A2J10_08T0034700.1,1
A2J10_09T0160400.1,10
A2J10_01T0149400.1,147
A2J10_02T0142100.1,52
A2J10_04T0191000.1,103
A2J10_04T0191000.2,144
A2J10_04T0059600.1,14
A2J10_07T0185700.2,462
A2J10_07T0185700.1,413
A2J10_11T0186300.1,63
A2J10_10T0177500.1,197
A2J10_07T0250000.2,4
A2J10_07T0250000.1,4
A2J10_11T0008900.1,249
A2J10_09T0095300.1,127
A2J10_03T0325200.2,29
A2J10_03T0325200.1,22
A2J10_09T0130000.1,1231
A2J10_04T0183500.1,65
A2J10_03T0109500.3,1706
A2J10_03T0109500.5,2211
A2J10_03T0109500.2,2064
A2J10_03T0109500.1,2152
A2J10_03T0109500.4,1619
A2J10_07T0049500.1,42
A2J10_04T0236600.1,174
A2J10_04T0236600.2,141
A2J10_03T0324100.1,166
A2J10_06T0244900.1,79
A2J10_06T0219900.1,490
A2J10_07T0062400.1,592
A2J10_03T0392700.1,1439
A2J10_03T0382000.1,6
A2J10_10T0105300.2,2725
A2J10_10T0105300.1,2548
A2J10_10T0105300.3,1713
A2J10_07T0047000.1,959
A2J10_03T0148600.1,119
A2J10_03T0148600.3,181
A2J10_03T0148600.2,209
A2J10_03T0128900.1,2
A2J10_02T0187700.1,149
A2J10_04T0104600.1,1
A2J10_02T0045100.3,198
A2J10_02T0045100.2,198
A2J10_02T0045100.1,198
A2J10_01T0009700.1,59
A2J10_01T0009700.3,69
A2J10_07T0231100.2,421
A2J10_07T0231100.5,463
A2J10_07T0231100.4,468
A2J10_07T0231100.3,433
A2J10_07T0231100.1,432
A2J10_01T0284800.1,38
A2J10_07T0063500.1,337
A2J10_08T0198300.1,615
A2J10_10T0189500.1,2
A2J10_09T0114800.1,92
A2J10_07T0168600.1,4
A2J10_06T0147200.2,427
A2J10_06T0147200.1,393
A2J10_01T0491500.3,528
A2J10_01T0491500.2,608
A2J10_01T0491500.1,708
A2J10_05T0021900.3,26
A2J10_05T0021900.1,38
A2J10_05T0021900.5,33
A2J10_05T0021900.4,23
A2J10_05T0021900.2,47
A2J10_05T0196000.2,1194
A2J10_05T0196000.1,1241
A2J10_02T0237900.1,3054
A2J10_02T0405900.1,20
A2J10_02T0300000.1,45
A2J10_03T0369700.1,297
A2J10_10T0000400.1,184
A2J10_12T0063500.1,15
A2J10_09T0188400.1,16
A2J10_05T0118900.3,1
A2J10_05T0118900.5,1
A2J10_05T0118900.2,1
A2J10_04T0163900.1,19
A2J10_02T0042700.1,2
A2J10_10T0009900.1,281
A2J10_01T0492500.1,1026
A2J10_07T0255200.1,5
A2J10_02T0229600.1,1115
A2J10_02T0229600.2,1536
A2J10_04T0241500.1,479
A2J10_01T0022400.1,1
A2J10_11T0017600.1,146
A2J10_05T0191400.1,132
A2J10_05T0133600.1,3
A2J10_04T0254800.1,503
A2J10_04T0254800.2,474
A2J10_01T0314900.1,354
A2J10_09T0088400.1,1206
A2J10_04T0231700.1,581
A2J10_08T0211500.1,5
A2J10_07T0080700.1,47
A2J10_04T0316900.1,87
A2J10_02T0060900.1,1377
A2J10_12T0148600.1,43
A2J10_02T0084100.1,22
A2J10_02T0084100.2,21
A2J10_02T0084100.3,183
A2J10_09T0169900.2,144
A2J10_09T0169900.1,1078
A2J10_04T0314600.1,34
A2J10_04T0314600.2,39
A2J10_04T0007600.2,6171
A2J10_04T0007600.3,6179
A2J10_04T0007600.1,6175
A2J10_05T0232500.1,142
A2J10_05T0124300.1,40
A2J10_01T0163300.3,69
A2J10_01T0163300.2,86
A2J10_01T0163300.1,61
A2J10_02T0263200.1,2
A2J10_04T0303600.2,15
A2J10_04T0303600.1,15
A2J10_04T0301700.1,168
A2J10_10T0174200.1,12
A2J10_10T0109600.1,7
A2J10_10T0109600.2,7
A2J10_07T0177000.1,10
A2J10_08T0013200.3,2657
A2J10_08T0013200.1,2597
A2J10_08T0013200.2,2594
A2J10_04T0093300.1,76
A2J10_06T0111000.1,6
A2J10_02T0409800.1,491
A2J10_02T0405500.2,163
A2J10_02T0405500.3,178
A2J10_02T0405500.1,230
A2J10_06T0158300.1,67
A2J10_06T0110300.1,21
A2J10_01T0057100.1,396
A2J10_01T0322100.2,14
A2J10_01T0322100.1,175
A2J10_11T0196400.5,78
A2J10_11T0196400.2,78
A2J10_11T0196400.3,77
A2J10_11T0196400.6,7
A2J10_11T0196400.1,78
A2J10_01T0305400.1,212
A2J10_04T0269400.1,1031
A2J10_06T0223600.1,279
A2J10_11T0146100.1,6
A2J10_05T0082600.1,7
A2J10_01T0421700.2,710
A2J10_01T0421700.3,812
A2J10_01T0421700.1,746
A2J10_01T0421700.4,554
A2J10_10T0114800.1,201
A2J10_04T0224300.2,38
A2J10_04T0224300.1,227
A2J10_03T0075900.1,100
A2J10_01T0342000.1,7
A2J10_12T0188300.1,240
A2J10_03T0058600.1,302
A2J10_06T0107400.1,2
A2J10_01T0038100.2,94
A2J10_01T0038100.1,96
A2J10_07T0182900.1,16
A2J10_08T0232100.1,730
A2J10_12T0082200.4,89
A2J10_12T0082200.2,270
A2J10_12T0082200.1,270
A2J10_12T0082200.3,354
A2J10_06T0087700.1,902
A2J10_06T0060000.2,2
A2J10_06T0060000.1,2
A2J10_07T0286400.2,789
A2J10_07T0286400.3,819
A2J10_07T0286400.1,766
A2J10_07T0286400.4,710
A2J10_04T0294200.1,64
A2J10_01T0197600.1,221
A2J10_03T0329500.1,3
A2J10_09T0083000.2,88
A2J10_09T0083000.1,85
A2J10_08T0214500.1,593
A2J10_01T0254700.1,9
A2J10_03T0071400.1,1196
A2J10_10T0084000.1,7
A2J10_09T0054400.1,3
A2J10_09T0054400.2,3
A2J10_07T0134700.2,1187
A2J10_07T0134700.4,632
A2J10_07T0134700.1,1247
A2J10_07T0134700.3,1320
A2J10_01T0074800.1,44
A2J10_09T0066200.1,232
A2J10_05T0214300.1,202
A2J10_05T0259400.2,12
A2J10_04T0178800.2,405
A2J10_04T0178800.1,152
A2J10_04T0178800.3,340
A2J10_12T0081600.2,1332
A2J10_12T0081600.1,1403
A2J10_12T0081600.3,1461
A2J10_09T0034000.1,55
A2J10_03T0309100.3,153
A2J10_03T0309100.1,167
A2J10_03T0309100.2,158
A2J10_09T0017500.1,2
A2J10_11T0036200.1,244
A2J10_11T0036200.2,131
A2J10_01T0203300.1,1
A2J10_10T0150300.1,479
A2J10_10T0160700.1,418
A2J10_11T0236700.1,71
A2J10_07T0125100.2,543
A2J10_07T0125100.1,549
A2J10_07T0125100.3,682
A2J10_07T0125100.4,680
A2J10_02T0207900.2,4790
A2J10_02T0207900.3,4950
A2J10_02T0207900.1,3750
A2J10_01T0100600.1,1467
A2J10_05T0259800.1,1
A2J10_04T0161000.1,192
A2J10_04T0245000.1,29
A2J10_03T0093700.1,388
A2J10_03T0093700.2,167
A2J10_03T0163900.2,1469
A2J10_03T0163900.1,1298
A2J10_02T0230000.2,77
A2J10_02T0230000.1,2
A2J10_01T0496200.1,634
A2J10_02T0071300.1,10
A2J10_12T0082000.1,15
A2J10_02T0066900.1,19
A2J10_02T0156000.2,14
A2J10_02T0156000.3,53
A2J10_02T0156000.1,17
A2J10_02T0156000.4,6
A2J10_04T0208100.1,1766
A2J10_01T0314800.1,31
A2J10_07T0100900.2,1441
A2J10_07T0100900.1,1654
A2J10_02T0148900.1,1
A2J10_04T0282900.1,307
A2J10_01T0140400.1,172
A2J10_01T0211200.1,71
A2J10_09T0142500.1,27
A2J10_09T0142500.2,898
A2J10_09T0142500.3,25
A2J10_11T0018800.1,12
A2J10_11T0018800.2,16
A2J10_05T0020800.1,124
A2J10_03T0096000.1,1434
A2J10_03T0096000.2,1354
A2J10_01T0317100.1,5
A2J10_01T0126800.2,2
A2J10_01T0126800.1,9
A2J10_02T0284800.1,16
A2J10_02T0011300.1,1168
A2J10_11T0001200.1,187
A2J10_06T0038100.1,353
A2J10_06T0177700.1,182
A2J10_01T0204000.4,715
A2J10_01T0204000.5,9
A2J10_01T0204000.2,755
A2J10_01T0204000.1,813
A2J10_01T0204000.3,729
A2J10_10T0129400.1,183
A2J10_03T0387300.1,39
A2J10_03T0381000.2,50
A2J10_03T0381000.5,29
A2J10_03T0381000.1,54
A2J10_03T0381000.3,53
A2J10_03T0381000.4,33
A2J10_12T0121900.1,35
A2J10_01T0356200.1,288
A2J10_01T0002100.4,95
A2J10_01T0002100.5,95
A2J10_01T0002100.2,98
A2J10_01T0002100.3,110
A2J10_01T0002100.1,94
A2J10_06T0058000.1,159
A2J10_01T0007900.1,68
A2J10_03T0100000.1,273
A2J10_01T0191800.1,2502
A2J10_09T0194300.1,750
A2J10_09T0194300.2,794
A2J10_07T0203000.1,76
A2J10_03T0371000.1,386
A2J10_10T0186200.1,95
A2J10_11T0227000.2,131
A2J10_11T0227000.1,131
A2J10_10T0014600.9,194
A2J10_10T0014600.6,191
A2J10_10T0014600.1,210
A2J10_10T0014600.5,189
A2J10_10T0014600.4,214
A2J10_10T0014600.7,342
A2J10_10T0014600.3,339
A2J10_10T0014600.2,205
A2J10_10T0014600.8,125
A2J10_06T0010200.1,7
A2J10_08T0161000.1,5
A2J10_08T0161000.2,4
A2J10_05T0115500.1,56045
A2J10_02T0176700.1,20
A2J10_01T0348700.1,192
A2J10_07T0063200.1,5892
A2J10_12T0156600.1,27
A2J10_03T0085200.1,2
A2J10_03T0292000.1,2085
A2J10_01T0449200.1,2
A2J10_01T0449200.2,1
A2J10_04T0299400.1,1
A2J10_04T0299400.3,1
A2J10_05T0251400.1,655
A2J10_02T0006000.1,32
A2J10_09T0173400.1,194
A2J10_06T0122700.1,3
A2J10_01T0368800.1,4
A2J10_08T0007600.1,3
A2J10_11T0145700.1,6
A2J10_09T0147100.1,544
A2J10_09T0147100.2,495
A2J10_03T0302000.2,126
A2J10_03T0302000.1,123
A2J10_10T0159700.1,126
A2J10_10T0023100.1,197
A2J10_04T0046100.1,3154
A2J10_01T0045500.1,262
A2J10_11T0106900.1,11
A2J10_07T0236500.2,656
A2J10_07T0236500.1,743
A2J10_05T0159700.1,337
A2J10_04T0171600.1,961
A2J10_03T0363300.1,6
A2J10_02T0063300.1,7
A2J10_09T0186700.4,281
A2J10_09T0186700.3,110
A2J10_09T0186700.2,175
A2J10_09T0186700.1,201
A2J10_09T0186700.5,301
A2J10_07T0119400.1,2
A2J10_09T0064400.1,8616
A2J10_02T0271000.1,248
A2J10_06T0149700.1,883
A2J10_07T0084500.1,5
A2J10_02T0380200.1,292
A2J10_03T0308800.3,483
A2J10_03T0308800.1,374
A2J10_03T0308800.2,369
A2J10_03T0308800.4,370
A2J10_04T0013000.3,12
A2J10_04T0013000.2,34
A2J10_04T0013000.1,61
A2J10_11T0143400.1,5
A2J10_08T0044100.1,2
A2J10_08T0039500.7,227
A2J10_08T0039500.5,300
A2J10_08T0039500.1,418
A2J10_08T0039500.4,292
A2J10_08T0039500.3,300
A2J10_08T0039500.2,428
A2J10_08T0039500.6,268
A2J10_12T0073300.1,341
A2J10_09T0116900.2,152
A2J10_09T0116900.1,87
A2J10_02T0317200.2,24
A2J10_02T0317200.1,42
A2J10_06T0245200.1,7
A2J10_04T0133300.1,7
A2J10_05T0043100.1,5185
A2J10_01T0319500.4,44
A2J10_01T0319500.1,138
A2J10_01T0319500.3,377
A2J10_01T0319500.2,170
A2J10_04T0272300.1,1790
A2J10_04T0272300.4,1832
A2J10_04T0272300.2,2093
A2J10_04T0272300.3,2145
A2J10_03T0275600.1,4221
A2J10_04T0288000.2,90
A2J10_04T0288000.3,102
A2J10_04T0288000.4,8
A2J10_04T0288000.1,34
A2J10_05T0237100.1,179
A2J10_05T0237100.2,651
A2J10_12T0000500.3,5987
A2J10_12T0000500.2,6623
A2J10_12T0000500.1,6976
A2J10_03T0110600.1,2
A2J10_03T0110600.3,62
A2J10_03T0110600.2,55
A2J10_08T0145000.2,37
A2J10_08T0145000.4,18
A2J10_08T0145000.3,8
A2J10_08T0145000.1,30
A2J10_09T0110100.1,150
A2J10_06T0244500.1,97
A2J10_08T0170100.1,29
A2J10_04T0172900.2,768
A2J10_04T0172900.1,765
A2J10_04T0184800.1,3168
A2J10_12T0129000.1,1946
A2J10_02T0292100.1,825
A2J10_03T0290600.1,178
A2J10_03T0095200.1,1007
A2J10_02T0392900.1,16
A2J10_04T0098600.1,2181
A2J10_01T0285700.1,3
A2J10_11T0007400.3,5
A2J10_11T0007400.1,329
A2J10_11T0007400.2,9
A2J10_06T0029600.1,302
A2J10_02T0275800.1,634
A2J10_04T0166700.1,33
